User ID,Ethnicity,Gender,Education,Party,Topic,In Support,Similarity1,Similarity2,Similarity3,Similarity4,Similarity5,Similarity6,Similarity7,Similarity8,Similarity9,Similaritymax3,Similaritymax5
200000597,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4385,0.5293,0.4242,0.2421,0.5468,0.3626,0.2748,0.392,0.2348,0.5293,0.5468
200000657,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.6109,0.5891,0.6508,0.3738,0.5109,0.7181,0.3976,0.4932,0.3123,0.6508,0.7181
200000663,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.6025,0.4307,0.4798,0.4661,0.3796,0.4845,0.3332,0.4843,0.2478,0.4798,0.4845
200000710,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.1281,-0.012,-0.0206,0.0953,0.1065,0.0364,-0.1048,0.0251,-0.0096,0.0953,0.1065
200000761,All Other,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4273,0.3493,0.2832,0.3378,0.3054,0.3167,0.1987,0.2731,0.5665,0.3493,0.5665
200000766,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.3643,0.4164,0.4106,0.0743,0.4419,0.3394,0.4825,0.37,0.2414,0.4164,0.4825
200000865,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.33,0.3288,0.2993,0.2763,0.3657,0.2452,0.1937,0.2967,0.2816,0.3288,0.3657
200000868,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.5221,0.4761,0.3953,0.337,0.3778,0.4458,0.3292,0.3545,0.3149,0.4761,0.4458
200000880,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.1787,0.1548,0.0886,0.117,0.2075,0.0953,0.0278,0.1706,0.0387,0.1548,0.2075
200001025,All Other,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.3239,0.3763,0.3053,0.1356,0.3999,0.3105,0.3666,0.2255,0.3126,0.3763,0.3999
200001057,All Other,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.5431,0.6754,0.5308,0.342,0.6899,0.4917,0.386,0.585,0.3198,0.6754,0.6899
200001181,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4094,0.3418,0.3757,0.2465,0.3974,0.3792,0.2537,0.4361,0.3549,0.3757,0.4361
200001210,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.2086,0.2132,0.0897,0.1412,0.2338,0.1165,0.0246,0.125,0.1246,0.2132,0.2338
200001212,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.035,0.0773,0.0197,0.0622,0.1323,0.0439,0.0587,0.1257,0.0513,0.0773,0.1323
200001213,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4574,0.6168,0.3994,0.2795,0.7036,0.4134,0.2395,0.4482,0.2659,0.6168,0.7036
200001257,White,Man,Post-Grad,I,Increasing size of House of Representatives,TRUE,0.2364,0.263,0.2347,0.1942,0.2813,0.153,0.139,0.3814,0.1416,0.263,0.3814
200001258,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,0.4268,0.5226,0.3937,0.2957,0.4741,0.3996,0.4338,0.3702,0.4035,0.5226,0.4741
200001284,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.5308,0.6237,0.4851,0.3406,0.6524,0.505,0.3686,0.435,0.3516,0.6237,0.6524
200001287,Black,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.4179,0.5996,0.3253,0.2932,0.5595,0.346,0.3525,0.3671,0.3518,0.5996,0.5595
200001319,All Other,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3083,0.3018,0.4547,0.2383,0.2063,0.3722,0.3804,0.2794,0.1357,0.4547,0.3804
200001321,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.3945,0.3549,0.4194,0.2227,0.238,0.4082,0.3515,0.2484,0.2762,0.4194,0.4082
200001355,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.2665,0.2371,0.1691,0.2159,0.2802,0.1795,0.1248,0.305,0.1908,0.2371,0.305
200001356,White,other gender,Some College,D,Increasing size of House of Representatives,TRUE,0.591,0.6391,0.5611,0.3418,0.6027,0.5513,0.4513,0.4566,0.3276,0.6391,0.6027
200001389,All Other,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4609,0.4832,0.4409,0.244,0.5115,0.446,0.3365,0.37,0.2888,0.4832,0.5115
200001397,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.2511,0.2033,0.1786,0.1906,0.2876,0.2248,0.0966,0.2649,0.2089,0.2033,0.2876
200001411,White,Woman,Post-Grad,R,Increasing size of House of Representatives,TRUE,0.2133,0.081,0.0298,0.0924,0.1929,0.0996,-0.0635,0.1821,0.095,0.0924,0.1929
200001453,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.4731,0.4231,0.5045,0.3473,0.3738,0.6114,0.322,0.3543,0.2955,0.5045,0.6114
200001458,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.0863,0.0776,0.0958,0.0393,0.1403,0.1488,0.0099,0.1247,0.0656,0.0958,0.1488
200001470,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.6137,0.5967,0.7057,0.4741,0.4539,0.7042,0.4877,0.4943,0.4001,0.7057,0.7042
200001471,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,0.5412,0.5124,0.4135,0.3756,0.4866,0.4043,0.2996,0.4259,0.3979,0.5124,0.4866
200001483,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.3115,0.3357,0.318,0.2031,0.4029,0.2743,0.2257,0.3082,0.2234,0.3357,0.4029
200001509,Black,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.3099,0.3783,0.3059,0.1777,0.3937,0.2285,0.2857,0.2907,0.2673,0.3783,0.3937
200001513,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4125,0.4954,0.3682,0.2104,0.5119,0.3495,0.2778,0.3564,0.3474,0.4954,0.5119
200001573,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.6516,0.4629,0.4829,0.4686,0.5089,0.4979,0.2048,0.5201,0.2656,0.4829,0.5201
200001643,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4556,0.3798,0.4232,0.3216,0.3729,0.4339,0.2413,0.3399,0.3032,0.4232,0.4339
200001653,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4371,0.3872,0.5161,0.3314,0.3775,0.482,0.231,0.4261,0.2228,0.5161,0.482
200001719,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2682,0.2682,0.1702,0.252,0.301,0.1938,0.0751,0.3537,0.3147,0.2682,0.3537
200001764,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.6062,0.5069,0.6438,0.4805,0.4551,0.6191,0.3755,0.5094,0.3298,0.6438,0.6191
200001771,Asian,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.1268,0.2346,0.2314,0.0649,0.2021,0.3055,0.2049,0.1154,0.1949,0.2346,0.3055
200001773,All Other,other gender,Some College,D,Increasing size of House of Representatives,TRUE,0.2307,0.2112,0.1634,0.2498,0.1941,0.1216,0.1201,0.1984,0.2837,0.2498,0.2837
200001806,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.259,0.2508,0.2004,0.2502,0.3039,0.3175,0.1237,0.2567,0.2334,0.2508,0.3175
200001867,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.1958,0.2819,0.2553,0.095,0.334,0.2556,0.1318,0.3017,0.1461,0.2819,0.334
200001888,White,Man,Post-Grad,I,Increasing size of House of Representatives,TRUE,0.1537,0.1658,0.1827,0.1261,0.1317,0.1339,0.1431,0.1926,0.2562,0.1827,0.2562
200001896,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.2289,0.2684,0.1759,0.2088,0.2657,0.2077,0.1647,0.2666,0.2628,0.2684,0.2666
200001898,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5558,0.547,0.4562,0.382,0.521,0.4814,0.3851,0.4013,0.4531,0.547,0.521
200001914,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.5732,0.5054,0.5496,0.4746,0.4744,0.521,0.3098,0.5172,0.2703,0.5496,0.521
200001932,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4407,0.4099,0.5655,0.2586,0.3829,0.5564,0.3445,0.4233,0.2184,0.5655,0.5564
200001986,White,Woman,Post-Grad,I,Increasing size of House of Representatives,TRUE,0.4362,0.3929,0.3631,0.2803,0.2211,0.468,0.4204,0.2228,0.3069,0.3929,0.468
200001989,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4707,0.6238,0.3552,0.2602,0.2759,0.4378,0.6509,0.2582,0.2792,0.6238,0.6509
200002009,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4002,0.2396,0.2055,0.5866,0.1818,0.2037,0.0603,0.1721,0.2711,0.5866,0.2711
200002028,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.3903,0.3515,0.328,0.313,0.2883,0.322,0.2521,0.3291,0.2887,0.3515,0.3291
200002066,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.6042,0.4753,0.4845,0.6772,0.3559,0.4901,0.3273,0.3328,0.3183,0.6772,0.4901
200002167,Black,Woman,Some College,R,Increasing size of House of Representatives,TRUE,0.5039,0.5142,0.4717,0.4057,0.4062,0.4587,0.36,0.3995,0.3497,0.5142,0.4587
200002188,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4089,0.6093,0.3986,0.3171,0.6221,0.4338,0.366,0.431,0.4456,0.6093,0.6221
200002218,Asian,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4732,0.4564,0.464,0.3619,0.3062,0.5794,0.43,0.2686,0.3059,0.464,0.5794
200002234,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.3751,0.5,0.3717,0.1772,0.4967,0.3514,0.2712,0.3239,0.2202,0.5,0.4967
200002280,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.3486,0.3754,0.3312,0.2348,0.3585,0.3416,0.2733,0.3299,0.2515,0.3754,0.3585
200002284,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.6001,0.4767,0.3627,0.4466,0.398,0.3994,0.273,0.4644,0.3136,0.4767,0.4644
200002287,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.3952,0.4857,0.4737,0.2196,0.5134,0.4044,0.3377,0.4192,0.2954,0.4857,0.5134
200002403,White,other gender,Some College,D,Increasing size of House of Representatives,TRUE,0.5651,0.5714,0.5255,0.422,0.6489,0.5292,0.2279,0.5768,0.3301,0.5714,0.6489
200002407,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.6462,0.5656,0.4398,0.5422,0.3319,0.4751,0.4524,0.3463,0.3928,0.5656,0.4751
200002414,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.5624,0.6782,0.505,0.3524,0.6835,0.4787,0.3664,0.5539,0.4116,0.6782,0.6835
200002435,All Other,other gender,4-Year,D,Increasing size of House of Representatives,TRUE,0.3342,0.3705,0.4574,0.1859,0.2969,0.3673,0.318,0.3179,0.4258,0.4574,0.4258
200002462,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.4493,0.6353,0.4489,0.2794,0.6223,0.3965,0.377,0.4339,0.3281,0.6353,0.6223
200002477,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4523,0.6237,0.4208,0.3076,0.5284,0.406,0.4077,0.4028,0.3937,0.6237,0.5284
200002496,White,Woman,Post-Grad,R,Increasing size of House of Representatives,TRUE,0.2996,0.4125,0.2193,0.2135,0.4717,0.2954,0.1386,0.305,0.187,0.4125,0.4717
200002528,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.5348,0.6369,0.5134,0.2703,0.6549,0.4864,0.3714,0.5221,0.326,0.6369,0.6549
200002530,All Other,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.576,0.5914,0.3946,0.2891,0.3194,0.4334,0.6094,0.2475,0.4389,0.5914,0.6094
200002555,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.1205,0.0932,0.0271,0.0667,0.2532,0.0578,-0.0832,0.0763,-0.0073,0.0932,0.2532
200002595,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.3577,0.4159,0.1952,0.2388,0.4215,0.2387,0.1646,0.3788,0.346,0.4159,0.4215
200002674,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.4517,0.5427,0.5056,0.307,0.4601,0.4594,0.4475,0.4119,0.3441,0.5427,0.4601
200002676,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.382,0.3616,0.4795,0.1677,0.4557,0.4248,0.2305,0.4115,0.265,0.4795,0.4557
200002702,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.0959,0.1586,0.069,0.1481,0.1087,0.1596,0.1335,0.0153,0.192,0.1586,0.192
200002703,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4088,0.5155,0.3832,0.229,0.3078,0.3488,0.4893,0.2712,0.4002,0.5155,0.4893
200002709,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,0.4618,0.4648,0.6285,0.2525,0.4194,0.6099,0.3749,0.3854,0.2642,0.6285,0.6099
200002804,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.5929,0.4514,0.4989,0.4458,0.3336,0.6196,0.4225,0.3939,0.3164,0.4989,0.6196
200002817,Asian,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.6019,0.5326,0.5969,0.5553,0.5036,0.5713,0.2961,0.4945,0.3793,0.5969,0.5713
200002821,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.5406,0.6342,0.5262,0.2568,0.662,0.5028,0.3874,0.5392,0.3425,0.6342,0.662
200002835,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.7547,0.6807,0.5997,0.4759,0.5309,0.5696,0.474,0.5404,0.3716,0.6807,0.5696
200002888,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.2197,0.2481,0.1264,0.1707,0.2616,0.1496,0.1059,0.3654,0.1879,0.2481,0.3654
200002923,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2617,0.3587,0.15,0.1201,0.3007,0.2008,0.2379,0.1507,0.1752,0.3587,0.3007
200002933,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,-0.0031,0.0676,-0.0189,0.0616,0.0774,-0.0048,0.0162,0.0464,0.059,0.0676,0.0774
200002955,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3523,0.3871,0.399,0.1929,0.2473,0.4593,0.4356,0.2277,0.2586,0.399,0.4593
200002963,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.2709,0.3751,0.3329,0.0584,0.414,0.2844,0.3549,0.2818,0.5231,0.3751,0.5231
200003021,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.382,0.3616,0.4795,0.1677,0.4557,0.4248,0.2305,0.4115,0.265,0.4795,0.4557
200003083,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4487,0.4621,0.461,0.2025,0.3869,0.3586,0.5507,0.3562,0.2838,0.4621,0.5507
200003115,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,0.3722,0.4615,0.3396,0.1791,0.5585,0.3556,0.1211,0.345,0.3041,0.4615,0.5585
200003130,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.1875,0.1265,0.1417,0.1158,0.1409,0.1502,0.0649,0.2101,0.2011,0.1417,0.2101
200003138,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.1841,0.153,0.1713,0.1181,0.1065,0.1831,0.2047,0.1366,0.0959,0.1713,0.2047
200003148,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.4109,0.5059,0.3093,0.2833,0.5373,0.3125,0.1938,0.3873,0.2362,0.5059,0.5373
200003168,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4258,0.5461,0.4986,0.2618,0.4567,0.6093,0.4501,0.4319,0.3295,0.5461,0.6093
200003231,All Other,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.5718,0.668,0.473,0.3137,0.4625,0.4847,0.5796,0.3928,0.3935,0.668,0.5796
200003372,All Other,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.3751,0.5,0.3717,0.1772,0.4967,0.3514,0.2712,0.3239,0.2202,0.5,0.4967
200003395,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,0.5574,0.5655,0.5552,0.2579,0.4701,0.6043,0.4613,0.396,0.3371,0.5655,0.6043
200003408,Latino,Woman,Some College,I,Increasing size of House of Representatives,TRUE,0.0232,0.0478,0.0684,0.0179,0.1496,0.0857,-0.0887,0.0911,0.0698,0.0684,0.1496
200003409,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.3469,0.5173,0.4165,0.1311,0.5761,0.3571,0.3689,0.3323,0.474,0.5173,0.5761
200003416,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.0773,0.1274,0.0735,0.1689,0.147,0.1102,0.1501,0.0326,0.1526,0.1689,0.1526
200003456,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,0.6098,0.5835,0.5755,0.4904,0.5402,0.4838,0.394,0.4468,0.4511,0.5835,0.5402
200003459,All Other,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.6626,0.7374,0.5529,0.3509,0.4687,0.5487,0.6709,0.3947,0.415,0.7374,0.6709
200003467,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.3727,0.382,0.2822,0.2371,0.263,0.3025,0.3531,0.1849,0.3966,0.382,0.3966
200003498,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3816,0.5238,0.5228,0.1812,0.4359,0.5089,0.4187,0.3686,0.3419,0.5238,0.5089
200003504,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2325,0.3465,0.3081,0.083,0.3155,0.2797,0.3334,0.2179,0.3595,0.3465,0.3595
200003531,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,0.52,0.3821,0.5255,0.3546,0.406,0.4902,0.2869,0.4853,0.2395,0.5255,0.4902
200003574,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4296,0.4727,0.5434,0.2519,0.4357,0.49,0.3413,0.3697,0.3265,0.5434,0.49
200003579,Asian,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.5988,0.5929,0.5195,0.3377,0.548,0.5192,0.4815,0.4029,0.3393,0.5929,0.548
200003584,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3751,0.5,0.3717,0.1772,0.4967,0.3514,0.2712,0.3239,0.2202,0.5,0.4967
200003586,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4258,0.5765,0.4959,0.1967,0.5821,0.4291,0.4192,0.3814,0.3452,0.5765,0.5821
200003616,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,0.6147,0.632,0.609,0.3387,0.5023,0.6626,0.4797,0.434,0.4624,0.632,0.6626
200003622,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2422,0.2548,0.4728,0.0687,0.2106,0.3865,0.2898,0.2203,0.1578,0.4728,0.3865
200003684,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,0.4314,0.3484,0.4571,0.3272,0.2833,0.4492,0.2224,0.3453,0.2801,0.4571,0.4492
200003755,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.0726,0.1382,0.0868,-0.0578,0.2165,0.1365,0.0795,0.182,0.2525,0.1382,0.2525
200003832,All Other,other gender,4-Year,D,Increasing size of House of Representatives,TRUE,0.6485,0.6232,0.7395,0.4485,0.4718,0.8375,0.4922,0.5257,0.3315,0.7395,0.8375
200003895,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.5452,0.4439,0.4406,0.3383,0.4322,0.3922,0.2765,0.3866,0.3314,0.4439,0.4322
200003913,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.3751,0.5,0.3717,0.1772,0.4967,0.3514,0.2712,0.3239,0.2202,0.5,0.4967
200003954,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3131,0.377,0.229,0.2151,0.3839,0.2987,0.2722,0.2786,0.3862,0.377,0.3862
200003984,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.6414,0.5292,0.5469,0.4634,0.4965,0.492,0.3129,0.5971,0.3421,0.5469,0.5971
200003999,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4631,0.5747,0.5063,0.2518,0.6485,0.4595,0.2757,0.4493,0.3611,0.5747,0.6485
200004007,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.3751,0.5,0.3717,0.1772,0.4967,0.3514,0.2712,0.3239,0.2202,0.5,0.4967
200004128,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5144,0.63,0.5067,0.3133,0.6534,0.4902,0.3602,0.5464,0.3181,0.63,0.6534
200004144,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,0.3123,0.3984,0.2996,0.1892,0.4464,0.3022,0.2358,0.2928,0.2528,0.3984,0.4464
200004164,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3912,0.4061,0.4185,0.2007,0.4602,0.5064,0.2412,0.4194,0.3324,0.4185,0.5064
200004172,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.2753,0.2464,0.2364,0.1387,0.2823,0.168,0.1014,0.198,0.1892,0.2464,0.2823
200004181,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.1611,0.1325,0.0414,0.1043,0.1199,0.1127,0.1231,0.1383,0.1146,0.1325,0.1383
200004295,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.1547,0.1799,0.0908,0.032,0.2545,0.084,0.0556,0.1428,0.1907,0.1799,0.2545
200004395,White,other gender,Some College,D,Increasing size of House of Representatives,TRUE,0.3695,0.5036,0.3702,0.2264,0.5357,0.3556,0.3273,0.4459,0.3601,0.5036,0.5357
200004403,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.5495,0.7198,0.5306,0.3523,0.7147,0.512,0.4606,0.5161,0.4692,0.7198,0.7147
200004416,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4745,0.3833,0.5363,0.5493,0.303,0.533,0.2677,0.3443,0.2272,0.5493,0.533
200004421,All Other,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.4619,0.6648,0.394,0.2796,0.716,0.3864,0.2928,0.4065,0.4711,0.6648,0.716
200004458,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.4161,0.4546,0.384,0.183,0.5457,0.3672,0.1751,0.3874,0.255,0.4546,0.5457
200004489,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.6713,0.5319,0.3618,0.6085,0.2829,0.3906,0.4591,0.3108,0.3078,0.6085,0.4591
200004559,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.5115,0.5691,0.6424,0.4094,0.512,0.6539,0.4128,0.5048,0.4112,0.6424,0.6539
200004562,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.6749,0.6854,0.6911,0.4311,0.575,0.7415,0.5024,0.4986,0.3921,0.6911,0.7415
200004566,All Other,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.4954,0.6092,0.5046,0.3219,0.5699,0.5316,0.4341,0.3822,0.4569,0.6092,0.5699
200004575,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.1828,0.18,0.1881,0.0459,0.2148,0.1953,0.0679,0.1848,0.1703,0.1881,0.2148
200004619,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,-0.0106,0.0264,-0.0451,-0.0489,0.0252,-0.0465,-0.0347,0.0627,0.2168,0.0264,0.2168
200004631,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.4007,0.4896,0.3432,0.2435,0.5392,0.2927,0.2589,0.3055,0.3554,0.4896,0.5392
200004634,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.5811,0.5437,0.6332,0.4107,0.4523,0.6187,0.3698,0.4866,0.3289,0.6332,0.6187
200004651,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.6149,0.5763,0.692,0.451,0.4323,0.7599,0.4999,0.4249,0.2516,0.692,0.7599
200004670,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.2068,0.2625,0.1975,0.0804,0.2276,0.1923,0.2226,0.0985,0.2143,0.2625,0.2276
200004683,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.3813,0.3818,0.3072,0.4166,0.3252,0.2815,0.2607,0.2062,0.3786,0.4166,0.3786
200004686,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.4386,0.4751,0.4112,0.3621,0.3994,0.3958,0.3211,0.327,0.295,0.4751,0.3994
200004716,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4599,0.4412,0.5868,0.2973,0.4092,0.5398,0.2912,0.4399,0.2842,0.5868,0.5398
200004721,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.4855,0.5108,0.561,0.2392,0.3392,0.6239,0.4704,0.3137,0.3841,0.561,0.6239
200004736,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.0834,0.0859,0.151,0.0088,0.1216,0.1621,0.0515,0.0352,0.0519,0.151,0.1621
200004737,White,Man,Post-Grad,I,Increasing size of House of Representatives,TRUE,0.5601,0.6335,0.6052,0.3429,0.5613,0.7102,0.4366,0.4322,0.3309,0.6335,0.7102
200004768,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4951,0.3497,0.3803,0.3961,0.2765,0.3928,0.3193,0.2943,0.2037,0.3961,0.3928
200004779,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5406,0.6342,0.5262,0.2568,0.662,0.5028,0.3874,0.5392,0.3425,0.6342,0.662
200004823,Asian,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.7075,0.5881,0.5448,0.583,0.5525,0.6045,0.3576,0.4786,0.4037,0.5881,0.6045
200004851,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.1215,0.1121,0.162,0.0786,0.2009,0.1558,0.0641,0.211,0.0262,0.162,0.211
200004875,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4236,0.4674,0.4501,0.2019,0.2486,0.4854,0.5389,0.224,0.2888,0.4674,0.5389
200005002,Black,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.1265,0.0982,0.0942,0.0532,0.2251,0.0964,-0.035,0.1387,0.0944,0.0982,0.2251
200005216,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,0.6556,0.5753,0.6839,0.4294,0.5506,0.5761,0.3557,0.6029,0.4358,0.6839,0.6029
200005224,Asian,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.5264,0.4646,0.4921,0.3343,0.2954,0.5999,0.4292,0.2987,0.2941,0.4921,0.5999
200005333,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.5106,0.4256,0.3737,0.5585,0.3663,0.3675,0.2832,0.317,0.4123,0.5585,0.4123
200005361,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.3662,0.4864,0.2898,0.3008,0.4679,0.3059,0.3474,0.3282,0.4257,0.4864,0.4679
200005364,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,0.2253,0.3011,0.3007,0.0404,0.3311,0.2127,0.3166,0.1893,0.1166,0.3011,0.3311
