User ID,Ethnicity,Gender,Education,Party,Topic,In Support,Similarity1,Similarity2,Similarity3,Similarity4,Similarity5,Similarity6,Similarity7,Similarity8,Similarity9,Similaritymax3,Similaritymax5
300000899,Black,Man,Some College,D,Increasing size of House of Representatives,FALSE,0.5619,0.2499,0.5052,0.5511,0.3969,0.5124,0.5065,0.2198,0.3907,0.5511,0.5124
300000904,White,Woman,4-Year,D,Increasing size of House of Representatives,FALSE,0.4551,0.1927,0.4301,0.4969,0.2813,0.3946,0.3526,0.2187,0.2997,0.4969,0.3946
300000955,White,Woman,Some College,D,Increasing size of House of Representatives,FALSE,0.2098,0.318,0.2351,0.4227,0.2225,0.2897,0.2953,0.2077,0.2996,0.4227,0.2996
300000976,White,Man,HS or Less,D,Increasing size of House of Representatives,FALSE,0.0415,0.0266,-0.029,0.0533,0.0025,0.0363,0.018,0.0742,0.0265,0.0533,0.0742
300000993,White,Woman,Post-Grad,I,Increasing size of House of Representatives,FALSE,0.4916,0.2717,0.4595,0.5351,0.401,0.3977,0.4551,0.2427,0.4753,0.5351,0.4753
300001003,Hispanic,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.512,0.171,0.5624,0.5557,0.3688,0.525,0.4174,0.2976,0.3889,0.5624,0.525
300001004,Black,Man,Some College,I,Increasing size of House of Representatives,FALSE,0.2284,0.2796,0.1916,0.3177,0.2117,0.1625,0.1995,0.12,0.2016,0.3177,0.2117
300001027,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0.3669,0.2633,0.3993,0.3979,0.3793,0.4255,0.3577,0.2103,0.3352,0.3993,0.4255
300001079,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.2801,0.1257,0.3075,0.4264,0.1534,0.2294,0.2297,0.3219,0.2413,0.4264,0.3219
300001082,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.3482,0.1216,0.3663,0.3664,0.3272,0.2937,0.3751,0.3025,0.4036,0.3664,0.4036
300001094,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0.313,0.4715,0.311,0.3795,0.4003,0.3422,0.2901,0.1906,0.2411,0.4715,0.4003
300001099,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0.2751,0.2446,0.2282,0.3393,0.1824,0.1466,0.222,0.3606,0.1596,0.3393,0.3606
300001102,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.3513,0.3129,0.3876,0.4932,0.3598,0.4461,0.289,0.2264,0.2848,0.4932,0.4461
300001118,White,Woman,4-Year,R,Increasing size of House of Representatives,FALSE,0.0912,0.1227,0.1543,0.0929,0.1103,0.0738,0.1034,0.0056,0.1035,0.1543,0.1103
300001157,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0.2233,0.0897,0.2046,0.2804,0.1291,0.2037,0.1668,0.2594,0.2152,0.2804,0.2594
300001163,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0.3336,0.2161,0.422,0.4177,0.2631,0.3357,0.2792,0.1936,0.3133,0.422,0.3357
300001185,White,Woman,HS or Less,D,Increasing size of House of Representatives,FALSE,0.1786,0.1169,0.2031,0.2103,0.0892,0.1184,0.1548,0.1727,0.1563,0.2103,0.1727
300001199,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0.2907,0.2999,0.2382,0.3603,0.2683,0.2961,0.3235,0.2414,0.2046,0.3603,0.3235
300001217,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0.0786,0.0503,0.031,0.1012,-0.0177,0.0132,0.2237,0.0866,0.0532,0.1012,0.2237
300001225,White,Man,Post-Grad,R,Increasing size of House of Representatives,FALSE,0.5083,0.3794,0.491,0.5412,0.4621,0.6271,0.4833,0.2324,0.4363,0.5412,0.6271
300001243,White,Woman,4-Year,R,Increasing size of House of Representatives,FALSE,0.1188,0.1234,0.2303,0.2288,0.1359,0.1476,0.1531,0.2285,0.1091,0.2303,0.2285
300001256,Black,Woman,Some College,D,Increasing size of House of Representatives,FALSE,0.0202,0.1174,0.0746,0.0307,-0.0072,-0.0164,0.0711,0.0869,0.0304,0.1174,0.0869
300001269,White,Man,Post-Grad,D,Increasing size of House of Representatives,FALSE,0.4978,0.1847,0.5535,0.5217,0.3548,0.5242,0.4495,0.1539,0.3964,0.5535,0.5242
300001273,White,Woman,HS or Less,R,Increasing size of House of Representatives,FALSE,0.1888,0.1679,0.1136,0.234,0.1506,0.1703,0.2479,0.3134,0.0914,0.234,0.3134
300001279,White,Woman,4-Year,R,Increasing size of House of Representatives,FALSE,0.3015,0.4206,0.2331,0.4491,0.2723,0.272,0.2372,0.1359,0.2048,0.4491,0.2723
300001292,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0.459,0.3474,0.4485,0.3875,0.3866,0.4337,0.5162,0.2456,0.3871,0.4485,0.5162
300001300,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0.3009,0.0981,0.4266,0.2982,0.225,0.3508,0.3165,0.1217,0.2515,0.4266,0.3508
300001329,White,Man,Some College,I,Increasing size of House of Representatives,FALSE,0.0684,0.196,-0.0174,0.1483,0.1046,0.0473,0.0198,0.0429,0.0759,0.196,0.1046
300001374,All Other,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0.2736,0.2538,0.3132,0.4051,0.336,0.3941,0.3155,0.2874,0.2864,0.4051,0.3941
300001419,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.2726,0.1535,0.2261,0.233,0.1842,0.2938,0.2225,0.0316,0.1665,0.233,0.2938
300001432,White,Man,Post-Grad,R,Increasing size of House of Representatives,FALSE,0.431,0.1481,0.4931,0.4191,0.345,0.5591,0.3953,0.1384,0.3453,0.4931,0.5591
300001434,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0.4452,0.1279,0.4338,0.4526,0.2784,0.3312,0.3999,0.1766,0.397,0.4526,0.3999
300001436,White,Woman,Post-Grad,I,Increasing size of House of Representatives,FALSE,0.3452,0.4569,0.3653,0.4273,0.421,0.4542,0.3574,0.2791,0.3488,0.4569,0.4542
300001466,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0.3093,0.2012,0.2877,0.3171,0.2585,0.2786,0.1783,0.177,0.2258,0.3171,0.2786
300001522,White,Man,Post-Grad,R,Increasing size of House of Representatives,FALSE,0.2105,0.2255,0.1472,0.3126,0.1764,0.1163,0.1062,0.0811,0.1639,0.3126,0.1764
300001547,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0.2674,0.2069,0.2226,0.2195,0.2439,0.1973,0.1695,0.2038,0.2668,0.2226,0.2668
300001570,White,Man,Some College,I,Increasing size of House of Representatives,FALSE,0.4238,0.2914,0.4086,0.363,0.3767,0.4022,0.4407,0.2063,0.3558,0.4086,0.4407
300001577,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0.1665,0.0663,0.1104,0.231,0.1039,0.0808,0.1304,0.073,0.2055,0.231,0.2055
300001581,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0.2323,0.0709,0.3277,0.3918,0.1356,0.2433,0.1757,0.3074,0.2194,0.3918,0.3074
300001602,White,Woman,4-Year,D,Increasing size of House of Representatives,FALSE,0.4255,0.3398,0.3653,0.4306,0.3232,0.4091,0.4639,0.1785,0.3614,0.4306,0.4639
300001611,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0.1977,0.1429,0.2772,0.2916,0.1723,0.2368,0.1445,0.2796,0.1754,0.2916,0.2796
300001630,White,Man,Post-Grad,D,Increasing size of House of Representatives,FALSE,0.6009,0.2902,0.5604,0.5409,0.5291,0.7006,0.6259,0.1618,0.5118,0.5604,0.7006
300001658,All Other,Man,Some College,I,Increasing size of House of Representatives,FALSE,0.4062,0.2668,0.4376,0.4303,0.3032,0.4471,0.3862,0.105,0.3326,0.4376,0.4471
300001687,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0.3353,0.19,0.2688,0.4197,0.1809,0.3132,0.3953,0.1268,0.2545,0.4197,0.3953
300001699,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.3888,0.1974,0.3792,0.4339,0.2934,0.4375,0.3297,0.1509,0.2683,0.4339,0.4375
300001737,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.1978,0.1806,0.0976,0.2211,0.09,0.0323,0.1476,0.2588,0.2294,0.2211,0.2588
300001750,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0.4429,0.3372,0.4466,0.4731,0.4951,0.6428,0.5168,0.1555,0.3877,0.4731,0.6428
300001789,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0.3081,0.2419,0.296,0.5626,0.2421,0.3182,0.2447,0.1869,0.2623,0.5626,0.3182
300001790,Black,Woman,HS or Less,D,Increasing size of House of Representatives,FALSE,0.0885,0.1414,0.0477,0.0692,-0.0097,-0.0006,0.1498,0.0717,0.0136,0.1414,0.1498
100000010,All Other,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,0.0436,0.041,0.1411,0.0079,0.1284,0.1608,-0.0113,0.0449,0.0437,0.1411,0.1608
100000012,White,Woman,HS or Less,R,Increasing size of House of Representatives,TRUE,0.1216,0.1966,0.0586,0.1151,0.2399,0.057,0.0892,0.1592,0.1848,0.1966,0.2399
100000013,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.22,0.2543,0.0666,0.1365,0.2038,0.172,0.0991,0.2186,0.1439,0.2543,0.2186
100000029,Black,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.0678,0.1525,0.0193,0.0753,0.171,0.0776,0.0494,0.0682,0.0882,0.1525,0.171
100000036,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.1396,0.179,0.1098,0.0127,0.2523,0.1112,0.2297,0.0779,0.1916,0.179,0.2523
100000038,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.3017,0.3374,0.2409,0.201,0.3941,0.24,0.11,0.3691,0.1896,0.3374,0.3941
100000045,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,0.1386,0.2764,0.109,0.1008,0.3017,0.1706,0.2181,0.2623,0.3024,0.2764,0.3024
100000052,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,-0.041,0.0419,0.0246,-0.1295,0.0822,0.068,0.1144,-0.0163,0.1301,0.0419,0.1301
100000053,Hispanic,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.4803,0.5204,0.4007,0.3396,0.5075,0.3746,0.2584,0.4368,0.2934,0.5204,0.5075
100000064,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.0961,0.1721,0.0559,0.0863,0.1831,0.1321,0.1129,0.1534,0.0789,0.1721,0.1831
100000073,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.4116,0.3734,0.3186,0.2965,0.4037,0.3274,0.109,0.4052,0.3211,0.3734,0.4052
100000086,Black,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,-0.0245,0.0967,-0.021,0.0015,0.1233,0.041,0.1179,0.0457,0.0141,0.0967,0.1233
100000103,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,0.276,0.2858,0.0711,0.2501,0.2828,0.1473,0.1543,0.1853,0.2725,0.2858,0.2828
100000115,White,Woman,HS or Less,R,Increasing size of House of Representatives,TRUE,0.1552,0.1703,0.0466,0.0841,0.1263,0.0793,0.069,0.1242,0.1396,0.1703,0.1396
100000130,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,0.471,0.525,0.4433,0.3529,0.4621,0.5886,0.3239,0.4324,0.295,0.525,0.5886
100000132,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.0511,0.0485,0.0095,0.0011,0.0976,-0.0213,0.0176,0.1215,0.0497,0.0485,0.1215
100000180,Black,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.3998,0.3616,0.3381,0.328,0.3118,0.3451,0.2587,0.3661,0.2807,0.3616,0.3661
100000189,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3688,0.3842,0.4769,0.1892,0.3454,0.387,0.2737,0.3163,0.2744,0.4769,0.387
100000194,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,0.2918,0.4602,0.3119,0.1655,0.4606,0.2849,0.2576,0.2825,0.2194,0.4602,0.4606
100000212,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.1517,0.0081,-0.027,0.0888,0.0697,-0.0705,-0.0222,0.0396,0.0746,0.0888,0.0746
100000215,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,-0.0476,-0.0185,-0.0022,-0.0407,0.0063,-0.041,0.0824,0.0222,-0.004,-0.0022,0.0824
100000228,Hispanic,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.3639,0.4069,0.2141,0.3257,0.4049,0.3126,0.2032,0.3378,0.4283,0.4069,0.4283
100000248,Hispanic,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.0862,0.0799,0.0226,0.022,0.1591,0.026,-0.0086,0.0685,0.1087,0.0799,0.1591
100000257,Asian,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2118,0.2211,0.083,0.1668,0.2301,0.0954,0.1146,0.1425,0.1277,0.2211,0.2301
100000258,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.0536,0.0641,-0.0015,0.0233,0.0841,0.0449,0.0795,0.0315,0.0673,0.0641,0.0841
100000270,Black,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.0281,0.0876,-0.0219,0.0213,0.1088,0.0386,0.0203,0.0815,0.0306,0.0876,0.1088
100000290,Asian,Man,4-Year,D,Increasing size of House of Representatives,TRUE,-0.0182,-0.0142,-0.0211,0.0061,0.0267,-0.0243,-0.0927,-0.0622,-0.0217,0.0061,0.0267
100000292,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.164,0.2033,0.1949,0.1388,0.3199,0.2094,0.0684,0.2031,0.0583,0.2033,0.3199
100000297,Black,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.4914,0.3962,0.4587,0.346,0.3297,0.4432,0.3508,0.4246,0.3176,0.4587,0.4432
100000298,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.0185,0.0371,0.0592,-0.013,0.0858,0.0966,0.0171,0.0166,-0.0084,0.0592,0.0966
100000299,Black,Woman,Some College,D,Increasing size of House of Representatives,TRUE,-0.0166,0.0269,0.0131,-0.0273,0.0321,-0.0262,-0.034,-0.0074,-0.0111,0.0269,0.0321
100000335,Black,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4252,0.4687,0.3247,0.1734,0.4836,0.3553,0.3577,0.34,0.3803,0.4687,0.4836
100000343,Hispanic,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.2103,0.1917,0.1637,0.0834,0.1926,0.181,0.1277,0.2249,0.2497,0.1917,0.2497
100000364,Black,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.2759,0.1924,0.1697,0.2204,0.1384,0.1873,0.2054,0.1603,0.1653,0.2204,0.2054
100000371,Black,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.4883,0.394,0.3229,0.3265,0.3491,0.3249,0.2746,0.4564,0.2776,0.394,0.4564
100000373,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.4487,0.4722,0.5112,0.2522,0.4329,0.4842,0.4105,0.4181,0.2809,0.5112,0.4842
100000374,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4359,0.256,0.3108,0.3123,0.2225,0.271,0.1757,0.2746,0.0928,0.3123,0.2746
100000399,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.3019,0.4186,0.3981,0.1953,0.3345,0.435,0.3558,0.3838,0.3121,0.4186,0.435
100000405,White,other gender,4-Year,I,Increasing size of House of Representatives,TRUE,0.6181,0.5418,0.5151,0.473,0.4655,0.5331,0.3299,0.5485,0.4023,0.5418,0.5485
100000418,Hispanic,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.3691,0.3684,0.2955,0.2577,0.4125,0.334,0.2857,0.4541,0.3619,0.3684,0.4541
100000426,Asian,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5315,0.6026,0.5328,0.2396,0.4518,0.6586,0.4992,0.3459,0.3245,0.6026,0.6586
100000441,Hispanic,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.3465,0.3285,0.2383,0.2051,0.2371,0.2517,0.2628,0.1523,0.3564,0.3285,0.3564
100000449,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,0.1024,0.131,0.0855,0.0809,0.2375,0.1162,0.0789,0.2259,0.1243,0.131,0.2375
100000450,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.0256,0.0257,-0.0023,-0.0024,0.0395,0,-0.0172,0.0913,-0.0062,0.0257,0.0913
100000463,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.2303,0.1489,0.1021,0.4213,0.1591,0.1356,0.0282,0.1144,0.1149,0.4213,0.1591
100000466,Hispanic,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.1713,0.1984,0.1346,0.0664,0.1814,0.1933,0.153,0.1972,0.1708,0.1984,0.1972
100000468,All Other,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,0.0722,0.1819,0.0973,0.0937,0.2081,0.1129,0.1087,0.1892,0.1712,0.1819,0.2081
100000495,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.1458,0.0475,-0.0089,0.0811,0.1542,0.0477,-0.0902,0.0466,0.0813,0.0811,0.1542
100000504,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.2095,0.2313,0.1893,0.1852,0.2788,0.1317,0.1072,0.2961,0.1546,0.2313,0.2961
100000512,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.5485,0.4843,0.4344,0.4711,0.4449,0.4329,0.2885,0.3994,0.4381,0.4843,0.4449
100000555,Black,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,0.0756,0.0672,0.0047,-0.0075,0.114,0.0748,-0.0008,0.02,0.044,0.0672,0.114
100000556,Black,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.3751,0.5,0.3717,0.1772,0.4967,0.3514,0.2712,0.3239,0.2202,0.5,0.4967
100000575,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.3989,0.3242,0.5329,0.2781,0.2773,0.492,0.2933,0.3135,0.168,0.5329,0.492
100000578,Black,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.02,-0.0201,0.0512,-0.0046,0.1752,0.0856,-0.0996,0.1129,-0.037,0.0512,0.1752
100000603,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.0616,0.0903,-0.0131,0.0748,0.0679,0.0266,0.0492,0.0006,0.0461,0.0903,0.0679
100000616,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.3826,0.5197,0.4305,0.3564,0.4964,0.4167,0.2737,0.4376,0.3381,0.5197,0.4964
100000622,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.1971,0.1189,0.0728,0.0518,0.1965,0.1703,0.0594,0.2014,0.0759,0.1189,0.2014
100000644,Black,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.1794,0.2616,0.1501,0.1439,0.3464,0.1621,0.072,0.2575,0.2939,0.2616,0.3464
100000657,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.1615,0.1325,0.0614,0.062,0.2137,0.1325,0.0416,0.1654,0.1473,0.1325,0.2137
100000681,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.4516,0.4713,0.5155,0.3205,0.4244,0.4965,0.2928,0.4364,0.3665,0.5155,0.4965
100000688,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.017,0.0941,0.049,0.0546,0.1446,0.0808,0.0821,0.0655,0.1267,0.0941,0.1446
100000720,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,0.5004,0.5152,0.5072,0.2695,0.3666,0.5842,0.4723,0.3319,0.3947,0.5152,0.5842
100000721,White,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,0.5302,0.5762,0.4577,0.2039,0.2496,0.5339,0.6723,0.2489,0.2549,0.5762,0.6723
100000723,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4725,0.6223,0.4378,0.3987,0.6334,0.4295,0.352,0.4295,0.3886,0.6223,0.6334
100000730,White,Woman,Post-Grad,R,Increasing size of House of Representatives,TRUE,0.4266,0.4241,0.4049,0.2415,0.2654,0.5448,0.3571,0.2427,0.3001,0.4241,0.5448
100000732,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.4796,0.6017,0.3278,0.2365,0.2742,0.3595,0.7004,0.2505,0.344,0.6017,0.7004
100000740,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.1908,0.2267,0.1809,0.0742,0.2732,0.193,0.1253,0.2182,0.2317,0.2267,0.2732
100000757,All Other,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4821,0.5939,0.3891,0.2743,0.5986,0.3497,0.3176,0.4163,0.4258,0.5939,0.5986
100000761,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.4945,0.585,0.408,0.2019,0.2368,0.4209,0.6836,0.2425,0.249,0.585,0.6836
100000795,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4439,0.4673,0.629,0.2269,0.4229,0.5445,0.3483,0.4529,0.2778,0.629,0.5445
100000806,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.1696,0.2628,0.3309,0.078,0.1919,0.1667,0.2363,0.2066,0.2671,0.3309,0.2671
100000840,White,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,0.5027,0.4672,0.5166,0.2865,0.2926,0.6626,0.392,0.2649,0.3016,0.5166,0.6626
100000858,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.4724,0.5058,0.4543,0.3487,0.435,0.4699,0.3676,0.3879,0.3585,0.5058,0.4699
100000861,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,0.3256,0.5077,0.3955,0.2253,0.4852,0.4771,0.4105,0.3028,0.3287,0.5077,0.4852
100000862,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,0.2668,0.3045,0.2781,0.2073,0.2358,0.2374,0.3038,0.1674,0.2584,0.3045,0.3038
100000959,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.444,0.4787,0.5178,0.2284,0.4042,0.6056,0.3435,0.3724,0.2378,0.5178,0.6056
100001027,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,0.3451,0.437,0.3316,0.3061,0.5128,0.348,0.1715,0.4486,0.266,0.437,0.5128
100001043,Black,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,0.2379,0.2636,0.2275,0.0853,0.2602,0.2533,0.1691,0.2844,0.2923,0.2636,0.2923
100001054,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5841,0.6078,0.5943,0.3254,0.4726,0.673,0.516,0.3976,0.3429,0.6078,0.673
100001070,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.2605,0.236,0.2328,0.2698,0.2774,0.3388,0.0888,0.2651,0.1797,0.2698,0.3388
100001094,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.6215,0.6865,0.4791,0.3279,0.3802,0.5485,0.6995,0.3229,0.3952,0.6865,0.6995
100001116,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5496,0.7269,0.4562,0.2665,0.4759,0.4426,0.6642,0.3605,0.3805,0.7269,0.6642
100001128,Black,Man,4-Year,R,Increasing size of House of Representatives,TRUE,0.1911,0.2267,0.1909,0.078,0.2394,0.2147,0.1561,0.2957,0.2182,0.2267,0.2957
100001131,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,-0.0664,-0.0634,-0.0899,-0.035,-0.0645,-0.108,-0.0622,-0.0211,-0.0711,-0.035,-0.0211
100001146,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.2842,0.3487,0.2377,0.181,0.2898,0.2354,0.2872,0.2295,0.2562,0.3487,0.2898
100001151,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,0.1134,0.1725,0.0962,0.2093,0.24,0.1337,0.0713,0.0919,0.3101,0.2093,0.3101
100001156,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.4816,0.4471,0.4024,0.244,0.3491,0.4375,0.3538,0.3529,0.505,0.4471,0.505
100001208,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,0.2278,0.3694,0.1714,0.1383,0.3546,0.1782,0.3237,0.1885,0.243,0.3694,0.3546
100001209,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.4918,0.5139,0.4891,0.2569,0.498,0.4451,0.3801,0.411,0.3183,0.5139,0.498
100001219,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.4486,0.4305,0.4655,0.2817,0.4198,0.404,0.319,0.4408,0.31,0.4655,0.4408
200000056,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.6194,0.5134,0.5309,0.4287,0.3766,0.6157,0.3942,0.3876,0.3426,0.5309,0.6157
200000074,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2619,0.3738,0.2175,0.2001,0.4401,0.2985,0.2277,0.2909,0.3728,0.3738,0.4401
200000093,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.5367,0.6174,0.6699,0.3117,0.5535,0.5462,0.4726,0.5156,0.3971,0.6699,0.5535
200000095,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.5789,0.6623,0.421,0.3139,0.4114,0.4858,0.5974,0.3071,0.4984,0.6623,0.5974
200000151,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,0.3892,0.5686,0.3972,0.1905,0.6274,0.4097,0.3547,0.4045,0.3886,0.5686,0.6274
200000182,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.5714,0.7219,0.4647,0.2939,0.4895,0.4535,0.6472,0.3334,0.4028,0.7219,0.6472
200000240,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,0.5302,0.4105,0.5209,0.4444,0.3324,0.469,0.2592,0.4227,0.3003,0.5209,0.469
200000319,All Other,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.557,0.5933,0.5048,0.2909,0.3253,0.6178,0.579,0.284,0.3025,0.5933,0.6178
200000333,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.4465,0.3928,0.4499,0.3129,0.3397,0.3864,0.3365,0.361,0.2686,0.4499,0.3864
200000343,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,0.5425,0.6172,0.4936,0.3713,0.5913,0.613,0.3944,0.4187,0.349,0.6172,0.613
200000350,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,0.4743,0.4925,0.3299,0.2927,0.3053,0.4771,0.4342,0.3015,0.3862,0.4925,0.4771
200000428,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,0.3996,0.4888,0.4567,0.247,0.3466,0.5712,0.4381,0.2693,0.4425,0.4888,0.5712
200000433,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,0.2226,0.3624,0.2376,0.2081,0.4196,0.2957,0.1109,0.335,0.1689,0.3624,0.4196
200000468,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.4885,0.4576,0.404,0.3129,0.2922,0.5408,0.3694,0.2303,0.3766,0.4576,0.5408
200000549,White,Man,Post-Grad,R,Increasing size of House of Representatives,TRUE,0.4767,0.499,0.5885,0.3256,0.4918,0.5554,0.3325,0.4776,0.3476,0.5885,0.5554
200000563,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,0.3471,0.3667,0.2721,0.2496,0.3891,0.3826,0.1463,0.3546,0.2648,0.3667,0.3891
