1.00,0.89,0.91,0.91,0.89,0.92,0.91,0.90,0.86,0.89,0.90,0.89,0.92,0.90,0.86,0.89,0.91,0.92,0.90,0.88
0.89,1.00,0.91,0.92,0.89,0.89,0.93,0.89,0.90,0.90,0.89,0.88,0.90,0.87,0.88,0.90,0.91,0.87,0.90,0.86
0.91,0.91,1.00,0.94,0.89,0.91,0.92,0.89,0.86,0.95,0.89,0.92,0.91,0.91,0.91,0.91,0.90,0.90,0.88,0.87
0.91,0.92,0.94,1.00,0.89,0.90,0.88,0.90,0.86,0.91,0.90,0.92,0.91,0.91,0.88,0.91,0.91,0.90,0.88,0.87
0.89,0.89,0.89,0.89,1.00,0.88,0.92,0.92,0.87,0.90,0.86,0.90,0.89,0.89,0.87,0.91,0.89,0.86,0.89,0.86
0.92,0.89,0.91,0.90,0.88,1.00,0.92,0.91,0.87,0.91,0.89,0.90,0.91,0.90,0.90,0.89,0.91,0.90,0.89,0.88
0.91,0.93,0.92,0.88,0.92,0.92,1.00,0.91,0.87,0.93,0.86,0.90,0.91,0.91,0.90,0.89,0.90,0.88,0.89,0.89
0.90,0.89,0.89,0.90,0.92,0.91,0.91,1.00,0.89,0.93,0.90,0.92,0.89,0.91,0.85,0.92,0.92,0.90,0.91,0.86
0.86,0.90,0.86,0.86,0.87,0.87,0.87,0.89,1.00,0.87,0.87,0.86,0.86,0.87,0.82,0.92,0.90,0.83,0.91,0.84
0.89,0.90,0.95,0.91,0.90,0.91,0.93,0.93,0.87,1.00,0.88,0.92,0.88,0.90,0.90,0.92,0.90,0.89,0.89,0.88
0.90,0.89,0.89,0.90,0.86,0.89,0.86,0.90,0.87,0.88,1.00,0.87,0.90,0.86,0.84,0.90,0.90,0.89,0.90,0.85
0.89,0.88,0.92,0.92,0.90,0.90,0.90,0.92,0.86,0.92,0.87,1.00,0.87,0.91,0.88,0.91,0.91,0.90,0.90,0.87
0.92,0.90,0.91,0.91,0.89,0.91,0.91,0.89,0.86,0.88,0.90,0.87,1.00,0.89,0.87,0.89,0.91,0.88,0.88,0.89
0.90,0.87,0.91,0.91,0.89,0.90,0.91,0.91,0.87,0.90,0.86,0.91,0.89,1.00,0.88,0.90,0.89,0.86,0.89,0.87
0.86,0.88,0.91,0.88,0.87,0.90,0.90,0.85,0.82,0.90,0.84,0.88,0.87,0.88,1.00,0.85,0.86,0.86,0.86,0.85
0.89,0.90,0.91,0.91,0.91,0.89,0.89,0.92,0.92,0.92,0.90,0.91,0.89,0.90,0.85,1.00,0.91,0.86,0.91,0.85
0.91,0.91,0.90,0.91,0.89,0.91,0.90,0.92,0.90,0.90,0.90,0.91,0.91,0.89,0.86,0.91,1.00,0.89,0.92,0.87
0.92,0.87,0.90,0.90,0.86,0.90,0.88,0.90,0.83,0.89,0.89,0.90,0.88,0.86,0.86,0.86,0.89,1.00,0.87,0.88
0.90,0.90,0.88,0.88,0.89,0.89,0.89,0.91,0.91,0.89,0.90,0.90,0.88,0.89,0.86,0.91,0.92,0.87,1.00,0.88
0.88,0.86,0.87,0.87,0.86,0.88,0.89,0.86,0.84,0.88,0.85,0.87,0.89,0.87,0.85,0.85,0.87,0.88,0.88,1.00
