1.00,-0.02,-0.02,-0.02,0.74,0.66,-0.02,0.76,0.45,-0.02,0.68,-0.02,0.69,-0.02,-0.02,0.70,-0.02,0.68,-0.02,-0.02,-0.02,-0.02,0.63,-0.02,-0.02,-0.02,0.58,0.54,0.59,0.42,0.74,-0.02,0.45,-0.02,0.70,-0.02,0.70,-0.02,-0.02,0.65,0.58,0.76,0.63,0.35,-0.02,0.70,-0.02,0.74,-0.02,0.72
-0.02,1.00,1.00,1.00,-0.02,-0.02,1.00,-0.02,0.05,1.00,-0.03,1.00,-0.01,1.00,1.00,-0.02,1.00,-0.02,1.00,1.00,1.00,1.00,0.03,1.00,1.00,1.00,-0.05,0.00,0.00,0.01,-0.04,1.00,0.07,1.00,0.00,1.00,-0.09,1.00,1.00,-0.01,0.00,-0.01,0.02,0.06,1.00,-0.01,1.00,-0.03,1.00,0.01
-0.02,1.00,1.00,1.00,-0.02,-0.02,1.00,-0.02,0.05,1.00,-0.03,1.00,-0.01,1.00,1.00,-0.02,1.00,-0.02,1.00,1.00,1.00,1.00,0.03,1.00,1.00,1.00,-0.05,0.00,0.00,0.01,-0.04,1.00,0.07,1.00,0.00,1.00,-0.09,1.00,1.00,-0.01,0.00,-0.01,0.02,0.06,1.00,-0.01,1.00,-0.03,1.00,0.01
-0.02,1.00,1.00,1.00,-0.02,-0.02,1.00,-0.02,0.05,1.00,-0.03,1.00,-0.01,1.00,1.00,-0.02,1.00,-0.02,1.00,1.00,1.00,1.00,0.03,1.00,1.00,1.00,-0.05,0.00,0.00,0.01,-0.04,1.00,0.07,1.00,0.00,1.00,-0.09,1.00,1.00,-0.01,0.00,-0.01,0.02,0.06,1.00,-0.01,1.00,-0.03,1.00,0.01
0.74,-0.02,-0.02,-0.02,1.00,0.81,-0.02,0.76,0.47,-0.02,0.75,-0.02,0.75,-0.02,-0.02,0.75,-0.02,0.76,-0.02,-0.02,-0.02,-0.02,0.69,-0.02,-0.02,-0.02,0.58,0.62,0.66,0.35,0.75,-0.02,0.44,-0.02,0.68,-0.02,0.76,-0.02,-0.02,0.67,0.62,0.87,0.73,0.47,-0.02,0.80,-0.02,0.77,-0.02,0.85
0.66,-0.02,-0.02,-0.02,0.81,1.00,-0.02,0.72,0.42,-0.02,0.84,-0.02,0.80,-0.02,-0.02,0.66,-0.02,0.75,-0.02,-0.02,-0.02,-0.02,0.67,-0.02,-0.02,-0.02,0.50,0.58,0.64,0.47,0.64,-0.02,0.42,-0.02,0.69,-0.02,0.75,-0.02,-0.02,0.64,0.67,0.81,0.73,0.51,-0.02,0.71,-0.02,0.78,-0.02,0.82
-0.02,1.00,1.00,1.00,-0.02,-0.02,1.00,-0.02,0.05,1.00,-0.03,1.00,-0.01,1.00,1.00,-0.02,1.00,-0.02,1.00,1.00,1.00,1.00,0.03,1.00,1.00,1.00,-0.05,0.00,0.00,0.01,-0.04,1.00,0.07,1.00,0.00,1.00,-0.09,1.00,1.00,-0.01,0.00,-0.01,0.02,0.06,1.00,-0.01,1.00,-0.03,1.00,0.01
0.76,-0.02,-0.02,-0.02,0.76,0.72,-0.02,1.00,0.56,-0.02,0.70,-0.02,0.84,-0.02,-0.02,0.73,-0.02,0.69,-0.02,-0.02,-0.02,-0.02,0.78,-0.02,-0.02,-0.02,0.54,0.59,0.73,0.46,0.81,-0.02,0.44,-0.02,0.81,-0.02,0.73,-0.02,-0.02,0.80,0.68,0.82,0.74,0.49,-0.02,0.80,-0.02,0.80,-0.02,0.74
0.45,0.05,0.05,0.05,0.47,0.42,0.05,0.56,1.00,0.05,0.46,0.05,0.49,0.05,0.05,0.51,0.05,0.52,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.34,0.44,0.45,0.43,0.40,0.05,0.52,0.05,0.47,0.05,0.48,0.05,0.05,0.57,0.43,0.53,0.47,0.53,0.05,0.48,0.05,0.40,0.05,0.49
-0.02,1.00,1.00,1.00,-0.02,-0.02,1.00,-0.02,0.05,1.00,-0.03,1.00,-0.01,1.00,1.00,-0.02,1.00,-0.02,1.00,1.00,1.00,1.00,0.03,1.00,1.00,1.00,-0.05,0.00,0.00,0.01,-0.04,1.00,0.07,1.00,0.00,1.00,-0.09,1.00,1.00,-0.01,0.00,-0.01,0.02,0.06,1.00,-0.01,1.00,-0.03,1.00,0.01
