1.00,0.66,0.77,0.74,0.52,-0.06,0.65,0.61,0.68,0.81,0.71,0.88,0.76,0.75,0.75,0.69,0.68,0.70,0.54,0.64,0.76,0.70,0.79,0.74,0.61,0.64,0.55,0.76,0.74,0.63,0.75,0.52,0.78,0.56,0.69,0.66,0.63,0.82,0.67,0.58,0.68,0.71,0.76,0.76,0.74,0.76,0.59,0.72,0.62,0.68
0.66,1.00,0.62,0.64,0.40,-0.02,0.52,0.41,0.53,0.60,0.52,0.64,0.59,0.58,0.59,0.48,0.48,0.57,0.41,0.42,0.59,0.65,0.51,0.58,0.52,0.46,0.44,0.58,0.60,0.47,0.56,0.46,0.57,0.35,0.51,0.53,0.50,0.55,0.55,0.41,0.50,0.50,0.50,0.55,0.58,0.49,0.49,0.52,0.44,0.48
0.77,0.62,1.00,0.71,0.59,-0.07,0.78,0.65,0.69,0.81,0.81,0.77,0.81,0.80,0.79,0.81,0.77,0.79,0.71,0.76,0.73,0.79,0.76,0.83,0.74,0.76,0.59,0.76,0.72,0.70,0.79,0.66,0.81,0.61,0.78,0.72,0.78,0.80,0.76,0.62,0.72,0.80,0.79,0.83,0.72,0.78,0.79,0.73,0.71,0.76
0.74,0.64,0.71,1.00,0.51,-0.09,0.65,0.51,0.66,0.72,0.66,0.70,0.71,0.63,0.65,0.65,0.57,0.62,0.50,0.62,0.66,0.70,0.66,0.72,0.57,0.55,0.47,0.65,0.73,0.55,0.66,0.60,0.72,0.47,0.71,0.76,0.61,0.73,0.65,0.52,0.61,0.65,0.69,0.69,0.61,0.66,0.64,0.68,0.51,0.59
0.52,0.40,0.59,0.51,1.00,-0.01,0.59,0.61,0.67,0.60,0.62,0.49,0.48,0.67,0.45,0.66,0.57,0.59,0.78,0.61,0.53,0.53,0.55,0.54,0.61,0.67,0.57,0.59,0.56,0.60,0.58,0.59,0.70,0.58,0.60,0.56,0.55,0.60,0.63,0.65,0.73,0.59,0.49,0.54,0.58,0.59,0.50,0.57,0.64,0.58
-0.06,-0.02,-0.07,-0.09,-0.01,1.00,-0.04,-0.03,-0.00,-0.03,-0.06,-0.04,0.02,-0.03,-0.02,-0.10,-0.04,-0.02,-0.02,-0.03,-0.04,-0.06,-0.07,-0.08,0.02,-0.06,0.01,-0.07,-0.07,-0.05,-0.07,-0.04,-0.05,-0.03,-0.04,-0.06,0.01,-0.10,-0.05,-0.07,-0.07,-0.00,-0.10,-0.06,-0.04,-0.08,-0.00,-0.06,-0.04,-0.04
0.65,0.52,0.78,0.65,0.59,-0.04,1.00,0.68,0.66,0.81,0.78,0.60,0.72,0.72,0.66,0.71,0.63,0.79,0.61,0.71,0.76,0.78,0.80,0.84,0.67,0.74,0.61,0.78,0.76,0.65,0.80,0.78,0.85,0.52,0.81,0.79,0.84,0.76,0.73,0.68,0.73,0.78,0.81,0.71,0.75,0.79,0.84,0.81,0.72,0.73
0.61,0.41,0.65,0.51,0.61,-0.03,0.68,1.00,0.69,0.72,0.69,0.59,0.54,0.67,0.50,0.69,0.75,0.69,0.69,0.75,0.56,0.52,0.71,0.64,0.62,0.76,0.62,0.73,0.62,0.72,0.70,0.59,0.74,0.70,0.74,0.61,0.69,0.66,0.68,0.78,0.69,0.64,0.63,0.59,0.66,0.80,0.53,0.66,0.82,0.65
0.68,0.53,0.69,0.66,0.67,-0.00,0.66,0.69,1.00,0.74,0.66,0.67,0.64,0.76,0.58,0.70,0.74,0.70,0.74,0.67,0.61,0.60,0.71,0.66,0.66,0.76,0.58,0.71,0.65,0.76,0.68,0.53,0.76,0.73,0.68,0.67,0.66,0.69,0.68,0.72,0.81,0.69,0.63,0.65,0.59,0.73,0.58,0.63,0.73,0.70
0.81,0.60,0.81,0.72,0.60,-0.03,0.81,0.72,0.74,1.00,0.80,0.78,0.81,0.82,0.79,0.74,0.73,0.79,0.68,0.74,0.83,0.79,0.83,0.83,0.70,0.75,0.64,0.87,0.80,0.71,0.80,0.67,0.83,0.62,0.83,0.78,0.81,0.84,0.69,0.72,0.77,0.80,0.81,0.82,0.79,0.80,0.78,0.78,0.70,0.78
0.71,0.52,0.81,0.66,0.62,-0.06,0.78,0.69,0.66,0.80,1.00,0.68,0.77,0.80,0.74,0.81,0.75,0.82,0.69,0.87,0.73,0.74,0.79,0.81,0.76,0.83,0.59,0.74,0.73,0.70,0.85,0.67,0.82,0.60,0.79,0.76,0.82,0.81,0.74,0.66,0.78,0.79,0.72,0.73,0.82,0.85,0.79,0.79,0.72,0.79
0.88,0.64,0.77,0.70,0.49,-0.04,0.60,0.59,0.67,0.78,0.68,1.00,0.78,0.76,0.78,0.70,0.70,0.69,0.55,0.64,0.69,0.66,0.77,0.69,0.60,0.62,0.52,0.72,0.72,0.65,0.72,0.52,0.73,0.58,0.70,0.65,0.65,0.77,0.63,0.57,0.67,0.71,0.73,0.80,0.67,0.74,0.61,0.64,0.64,0.71
