User ID,Ethnicity,Gender,Education,Party,Topic,In Support,favor,Similarity1,Similarity2,Similarity3,Similarity4,Similarity5,Similarity6,Similarity7,Similarity8,Similarity9,Similaritymax3,Similaritymax5
300000861,White,Man,4-Year,D,Increasing size of House of Representatives,FALSE,0,0.3413,0.2787,0.3375,0.2258,0.1833,0.263,0.3203,0.3736,0.1626,0.3375,0.3736
300000893,White,Man,4-Year,D,Increasing size of House of Representatives,FALSE,0,0.2892,0.3741,0.3631,0.2667,0.2625,0.3172,0.3563,0.2659,0.2466,0.3741,0.3563
300000899,Black,Man,Some College,D,Increasing size of House of Representatives,FALSE,0,0.5275,0.4046,0.4368,0.4522,0.2006,0.5298,0.5079,0.4787,0.4449,0.4522,0.5298
300000904,White,Woman,4-Year,D,Increasing size of House of Representatives,FALSE,0,0.2945,0.2635,0.5133,0.3117,0.2755,0.3417,0.6246,0.2782,0.3786,0.5133,0.6246
300000955,White,Woman,Some College,D,Increasing size of House of Representatives,FALSE,0,0.2699,0.215,0.3131,0.3403,0.281,0.3213,0.2901,0.2936,0.285,0.3403,0.3213
300000976,White,Man,HS or Less,D,Increasing size of House of Representatives,FALSE,0,0.0714,0.0137,0.1144,0.1248,0.0508,-0.0198,0.0404,0.0542,0.1084,0.1248,0.1084
300000993,White,Woman,Post-Grad,I,Increasing size of House of Representatives,FALSE,0,0.4691,0.3608,0.5133,0.4206,0.277,0.4045,0.5061,0.4487,0.3866,0.5133,0.5061
300001003,Hispanic,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.4036,0.2941,0.5504,0.3379,0.201,0.4294,0.654,0.3782,0.4093,0.5504,0.654
300001004,Black,Man,Some College,I,Increasing size of House of Representatives,FALSE,0,0.1665,0.1233,0.2337,0.3229,0.2242,0.2079,0.2069,0.1971,0.1774,0.3229,0.2242
300001027,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0,0.3392,0.3191,0.3422,0.2842,0.184,0.4486,0.3185,0.3675,0.2893,0.3422,0.4486
300001079,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.2087,0.2607,0.2395,0.4122,0.1602,0.5255,0.3218,0.1837,0.319,0.4122,0.5255
300001082,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.4152,0.3589,0.3886,0.3208,0.1556,0.284,0.3868,0.34,0.3805,0.3886,0.3868
300001094,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0,0.4043,0.2786,0.6104,0.241,0.4334,0.3031,0.4498,0.2617,0.2333,0.6104,0.4498
300001099,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.1755,0.1365,0.3608,0.2703,0.1847,0.2724,0.3003,0.2184,0.3383,0.3608,0.3383
300001102,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.4032,0.3163,0.4523,0.2976,0.2831,0.3852,0.4376,0.3313,0.3385,0.4523,0.4376
300001118,White,Woman,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.0866,0.1873,0.1296,0.0249,0.0717,0.104,0.1162,0.109,0.0101,0.1873,0.1162
300001157,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0,0.1828,0.1738,0.1677,0.2148,0.1015,0.2863,0.257,0.0955,0.3614,0.2148,0.3614
300001163,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0,0.2943,0.2933,0.4351,0.3039,0.1869,0.3565,0.4892,0.301,0.3179,0.4351,0.4892
300001185,White,Woman,HS or Less,D,Increasing size of House of Representatives,FALSE,0,0.1592,0.1687,0.2609,0.1611,0.0915,0.2044,0.2744,0.1262,0.2546,0.2609,0.2744
300001199,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0,0.4739,0.3628,0.3208,0.3464,0.1665,0.3771,0.2801,0.2754,0.31,0.3628,0.3771
300001217,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0,0.0236,0.1145,0.0286,0.24,-0.0287,0.1909,0.0204,0.0242,0.0644,0.24,0.1909
300001225,White,Man,Post-Grad,R,Increasing size of House of Representatives,FALSE,0,0.5121,0.4378,0.5779,0.4505,0.3479,0.6055,0.5391,0.4918,0.4565,0.5779,0.6055
300001243,White,Woman,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.091,0.1309,0.0955,0.2476,0.1447,0.2298,0.1662,0.1207,0.2235,0.2476,0.2298
300001256,Black,Woman,Some College,D,Increasing size of House of Representatives,FALSE,0,0.0384,0.0637,0.0701,0.0658,0.0565,0.0973,-0.0023,-0.0057,0.0805,0.0701,0.0973
300001269,White,Man,Post-Grad,D,Increasing size of House of Representatives,FALSE,0,0.3192,0.3253,0.5395,0.2774,0.2145,0.4857,0.5976,0.3967,0.3937,0.5395,0.5976
300001273,White,Woman,HS or Less,R,Increasing size of House of Representatives,FALSE,0,0.1861,0.1326,0.1427,0.1681,0.1156,0.1625,0.17,0.1342,0.1639,0.1681,0.17
300001279,White,Woman,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.2895,0.1907,0.506,0.2955,0.4641,0.2993,0.4589,0.1777,0.1909,0.506,0.4641
300001292,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.3516,0.3177,0.4325,0.3229,0.215,0.4247,0.3633,0.4077,0.2719,0.4325,0.4247
300001300,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0,0.1762,0.1676,0.368,0.2145,0.1088,0.3164,0.457,0.2198,0.3191,0.368,0.457
300001329,White,Man,Some College,I,Increasing size of House of Representatives,FALSE,0,0.0788,0.0397,0.2733,0.1648,0.3584,0.0391,0.0905,-0.0047,0.0565,0.2733,0.3584
300001374,All Other,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.2997,0.2305,0.3601,0.2493,0.2939,0.3481,0.3833,0.2476,0.438,0.3601,0.438
300001419,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.1789,0.2008,0.1593,0.1863,0.0851,0.2082,0.1954,0.2415,0.0865,0.2008,0.2415
300001432,White,Man,Post-Grad,R,Increasing size of House of Representatives,FALSE,0,0.3348,0.342,0.424,0.2529,0.1365,0.397,0.5025,0.3801,0.3136,0.424,0.5025
300001434,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0,0.2672,0.1981,0.5093,0.3561,0.2188,0.3515,0.5075,0.3043,0.3066,0.5093,0.5075
300001436,White,Woman,Post-Grad,I,Increasing size of House of Representatives,FALSE,0,0.4071,0.3733,0.4621,0.3013,0.4159,0.3905,0.413,0.4458,0.2646,0.4621,0.4458
300001466,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.2541,0.2726,0.3465,0.2236,0.2459,0.1821,0.3763,0.2391,0.2096,0.3465,0.3763
300001522,White,Man,Post-Grad,R,Increasing size of House of Representatives,FALSE,0,0.171,0.123,0.3429,0.2747,0.3591,0.1443,0.2284,0.1498,0.2437,0.3429,0.3591
300001547,White,Man,HS or Less,R,Increasing size of House of Representatives,FALSE,0,0.2401,0.2755,0.2,0.1673,0.209,0.3058,0.2095,0.2256,0.2773,0.2755,0.3058
300001570,White,Man,Some College,I,Increasing size of House of Representatives,FALSE,0,0.373,0.3512,0.4039,0.2691,0.2359,0.3806,0.3726,0.3379,0.2685,0.4039,0.3806
300001577,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0,0.1101,0.0415,0.2294,0.2035,0.0908,0.0931,0.2354,0.1008,0.06,0.2294,0.2354
300001581,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0,0.122,0.2042,0.2533,0.3453,0.1097,0.4175,0.3935,0.1572,0.3513,0.3453,0.4175
300001602,White,Woman,4-Year,D,Increasing size of House of Representatives,FALSE,0,0.3483,0.2967,0.481,0.4611,0.3523,0.4799,0.3964,0.3142,0.3487,0.481,0.4799
300001611,White,Man,4-Year,I,Increasing size of House of Representatives,FALSE,0,0.1511,0.085,0.243,0.2398,0.2333,0.1707,0.3754,0.1379,0.2181,0.243,0.3754
300001630,White,Man,Post-Grad,D,Increasing size of House of Representatives,FALSE,0,0.44,0.4093,0.4927,0.4014,0.3018,0.5462,0.5061,0.5519,0.3376,0.4927,0.5519
300001658,All Other,Man,Some College,I,Increasing size of House of Representatives,FALSE,0,0.316,0.2662,0.4811,0.3494,0.2304,0.4172,0.4886,0.3588,0.2976,0.4811,0.4886
300001687,White,Man,4-Year,R,Increasing size of House of Representatives,FALSE,0,0.2802,0.1844,0.4561,0.3663,0.1993,0.3639,0.4126,0.2051,0.3291,0.4561,0.4126
300001699,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.3262,0.2602,0.3391,0.3138,0.1843,0.3592,0.408,0.31,0.3061,0.3391,0.408
300001737,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.1956,0.1357,0.2227,0.2212,0.122,0.1761,0.2124,0.1302,0.275,0.2227,0.275
300001750,White,Woman,Some College,R,Increasing size of House of Representatives,FALSE,0,0.562,0.4576,0.4734,0.4179,0.2693,0.5334,0.3758,0.5326,0.4125,0.4734,0.5334
300001789,White,Man,Some College,R,Increasing size of House of Representatives,FALSE,0,0.3123,0.2607,0.382,0.4208,0.3503,0.3742,0.3911,0.2349,0.3624,0.4208,0.3911
300001790,Black,Woman,HS or Less,D,Increasing size of House of Representatives,FALSE,0,0.1156,0.0591,0.0739,0.186,0.0048,0.1275,0.0282,0.03,0.0715,0.186,0.1275
100000010,All Other,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.0583,0.0523,0.0223,0.2025,0.1487,-0.067,0.039,0.1279,-0.0189,0.2025,0.1487
100000012,White,Woman,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.1347,0.0851,0.1551,0.0915,0.0732,0.1176,0.1232,0.0906,0.1703,0.1551,0.1703
100000013,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.1791,0.2164,0.1865,0.2216,0.1449,0.1908,0.1308,0.196,0.1082,0.2216,0.196
100000029,Black,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.082,0.0637,0.0956,0.0275,0.0628,0.0524,0.0098,0.0491,0.0938,0.0956,0.0938
100000036,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.1043,0.1631,0.1961,0.0594,0.1303,0.1972,0.1466,0.1806,0.1036,0.1961,0.1972
100000038,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.1922,0.3197,0.2581,0.2306,0.2674,0.1929,0.2203,0.3197,0.2186,0.3197,0.3197
100000045,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.1771,0.148,0.1697,0.212,0.1734,0.1259,0.2003,0.2104,0.202,0.212,0.2104
100000052,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,-0.0233,-0.0355,0.0091,0.029,0.0716,0.0253,-0.0271,0.0422,-0.0191,0.029,0.0716
100000053,Hispanic,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.4022,0.5249,0.3863,0.3989,0.4618,0.3462,0.3467,0.3983,0.2803,0.5249,0.4618
100000064,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.1605,0.0945,0.1382,0.1546,0.1272,0.1155,0.1377,0.1496,0.0625,0.1546,0.1496
100000073,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.3549,0.4007,0.291,0.3492,0.3115,0.2367,0.3077,0.4527,0.2918,0.4007,0.4527
100000086,Black,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.0212,-0.0065,0.0436,0.0311,0.0193,0.0098,-0.0032,0.061,0.0098,0.0436,0.061
100000103,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,0.2491,0.2029,0.2802,0.2921,0.1242,0.2971,0.1671,0.2527,0.2833,0.2921,0.2971
100000115,White,Woman,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.1163,0.1335,0.1236,0.1439,0.0705,0.1516,0.1142,0.0811,0.1236,0.1439,0.1516
100000130,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.4675,0.472,0.4513,0.398,0.593,0.4464,0.279,0.4189,0.244,0.472,0.593
100000132,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.0085,0.0292,0.0186,0.0032,-0.0112,0.0005,-0.0183,0.0072,0.0464,0.0292,0.0464
100000180,Black,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.3857,0.2986,0.3158,0.4277,0.3012,0.2483,0.3658,0.3447,0.228,0.4277,0.3658
100000189,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3582,0.4175,0.3215,0.2734,0.3862,0.2341,0.2759,0.4123,0.1521,0.4175,0.4123
100000194,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.2854,0.3407,0.2493,0.2274,0.3074,0.259,0.2216,0.2062,0.1237,0.3407,0.3074
100000212,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.0207,0.0121,0.039,0.0708,-0.0399,-0.0036,0.0583,-0.0059,0.0751,0.0708,0.0751
100000215,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,-0.0649,-0.0138,0.0644,-0.0054,-0.0568,-0.0102,-0.0132,0.0297,-0.1007,0.0644,0.0297
100000228,Hispanic,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3457,0.3123,0.3427,0.4046,0.2956,0.3502,0.3604,0.3829,0.3606,0.4046,0.3829
100000248,Hispanic,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.0507,0.0579,0.0541,-0.0437,0.0562,0.0179,0.0025,0.0328,0.0982,0.0579,0.0982
100000257,Asian,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.1499,0.1572,0.1209,0.221,0.1128,0.1537,0.1234,0.0815,0.0868,0.221,0.1537
100000258,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.0675,0.0443,0.0802,-0.0293,0.0293,0.0542,-0.0139,0.0013,0.1497,0.0802,0.1497
100000270,Black,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.021,0.0574,0.0455,-0.0388,0.0539,-0.0288,-0.0275,0.0138,0.0514,0.0574,0.0539
100000290,Asian,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,-0.0514,-0.0134,-0.0081,0.0211,-0.059,-0.0976,-0.0694,-0.0061,-0.0033,0.0211,-0.0033
100000292,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.1659,0.2189,0.0886,0.0903,0.2715,0.0716,0.0776,0.1472,0.0554,0.2189,0.2715
100000297,Black,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.4368,0.3812,0.3178,0.4504,0.4024,0.2836,0.4251,0.4549,0.218,0.4504,0.4549
100000298,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.0347,0.0653,-0.0133,0.0958,0.1685,-0.0012,-0.0302,0.095,-0.0361,0.0958,0.1685
100000299,Black,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,-0.0038,0.0172,0.013,-0.0235,-0.025,-0.0055,-0.0702,-0.0362,-0.0282,0.0172,-0.0055
100000335,Black,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.3317,0.3839,0.429,0.3351,0.3472,0.3768,0.3028,0.3792,0.1919,0.429,0.3792
100000343,Hispanic,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.1533,0.1828,0.1265,0.1406,0.1923,0.155,0.1086,0.1089,0.1258,0.1828,0.1923
100000364,Black,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.2022,0.147,0.2606,0.3155,0.1455,0.1924,0.2041,0.2402,0.1669,0.3155,0.2402
100000371,Black,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.3851,0.3682,0.3358,0.5491,0.2853,0.3021,0.4495,0.4494,0.207,0.5491,0.4495
100000373,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5083,0.4608,0.3959,0.3344,0.4465,0.3303,0.3812,0.4717,0.1808,0.4608,0.4717
100000374,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.321,0.2775,0.1812,0.378,0.2879,0.1349,0.3189,0.3068,0.079,0.378,0.3189
100000399,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.3401,0.3865,0.3587,0.318,0.3839,0.32,0.3009,0.4244,0.173,0.3865,0.4244
100000405,White,other gender,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.541,0.5236,0.475,0.5829,0.4951,0.4406,0.5021,0.5246,0.3517,0.5829,0.5246
100000418,Hispanic,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2588,0.3578,0.3335,0.3713,0.2923,0.317,0.3559,0.3893,0.2864,0.3713,0.3893
100000426,Asian,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5113,0.4949,0.5173,0.3334,0.6663,0.5075,0.3594,0.3689,0.1838,0.5173,0.6663
100000441,Hispanic,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3864,0.3115,0.3706,0.2441,0.2296,0.3272,0.1786,0.3528,0.3029,0.3706,0.3528
100000449,White,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.0645,0.0737,0.0478,0.1675,0.1229,0.0294,0.0852,0.1266,0.1694,0.1675,0.1694
100000450,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,-0.0017,0.0323,-0.0099,0.0337,-0.0004,0.0332,-0.0227,-0.0048,-0.0358,0.0337,0.0332
100000463,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.2763,0.3631,0.1512,0.163,0.1529,0.129,0.145,0.0653,0.2483,0.3631,0.2483
100000466,Hispanic,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.1479,0.0932,0.1694,0.2287,0.1503,0.086,0.1905,0.1959,0.0494,0.2287,0.1959
100000468,All Other,Man,HS or Less,R,Increasing size of House of Representatives,TRUE,1,0.1018,0.068,0.1317,0.075,0.1005,0.0846,0.0995,0.1179,0.1377,0.1317,0.1377
100000495,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.0196,0.0685,-0.02,0.0734,0.0676,-0.0685,0.0969,0.0286,0.0496,0.0734,0.0969
100000504,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.1618,0.1877,0.1624,0.0761,0.1563,0.1202,0.1591,0.1475,0.1662,0.1877,0.1662
100000512,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.5287,0.4724,0.4001,0.4705,0.4098,0.3827,0.4057,0.513,0.4107,0.4724,0.513
100000555,Black,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.0501,0.0668,0.0545,0.0085,0.0801,0.0564,0.0768,0.0162,0.0271,0.0668,0.0801
100000556,Black,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.3387,0.3898,0.2836,0.3017,0.3607,0.2863,0.2508,0.2689,0.1181,0.3898,0.3607
100000575,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.4709,0.4201,0.2244,0.3108,0.4711,0.2177,0.2616,0.4008,0.074,0.4201,0.4711
100000578,Black,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,-0.0421,0.0381,-0.0346,0.0739,0.0918,-0.1077,0.0694,0.0596,-0.0359,0.0739,0.0918
100000603,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.057,-0.0091,0.1041,-0.0191,0.0201,0.0055,0.0023,-0.0224,0.091,0.1041,0.091
100000616,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.4097,0.406,0.4162,0.2554,0.4656,0.3436,0.2961,0.3385,0.3471,0.4162,0.4656
100000622,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.0459,0.1148,0.0644,0.2728,0.124,0.0218,0.2171,0.206,0.0097,0.2728,0.2171
100000644,Black,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.1696,0.1724,0.1975,0.14,0.154,0.1417,0.2044,0.2259,0.26,0.1975,0.26
100000657,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.1132,0.1273,0.0811,0.2319,0.1152,0.0326,0.1617,0.1654,0.11,0.2319,0.1654
100000681,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4228,0.4691,0.3802,0.4242,0.4947,0.3499,0.3892,0.4498,0.2611,0.4691,0.4947
100000688,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.0412,0.0486,0.0582,-0.0242,0.0552,0.0344,0.0186,-0.0086,0.1684,0.0582,0.1684
100000720,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.5167,0.4343,0.5324,0.4072,0.5407,0.5057,0.3818,0.5099,0.2447,0.5324,0.5407
100000721,White,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.5751,0.3823,0.6192,0.3096,0.5266,0.637,0.2352,0.3562,0.1379,0.6192,0.637
100000723,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4587,0.4922,0.3886,0.4266,0.4462,0.3753,0.3229,0.3512,0.3586,0.4922,0.4462
100000730,White,Woman,Post-Grad,R,Increasing size of House of Representatives,TRUE,1,0.422,0.4241,0.4582,0.2148,0.5327,0.4365,0.3007,0.3372,0.2314,0.4582,0.5327
100000732,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.528,0.3749,0.5715,0.3008,0.3501,0.7202,0.1582,0.3647,0.229,0.5715,0.7202
100000740,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.1679,0.179,0.1739,0.2083,0.1915,0.1318,0.1752,0.2092,0.1542,0.2083,0.2092
100000757,All Other,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4385,0.5273,0.4181,0.3198,0.3901,0.4973,0.2761,0.4427,0.3352,0.5273,0.4973
100000761,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5788,0.3717,0.6179,0.2844,0.4334,0.6356,0.2448,0.3891,0.1492,0.6179,0.6356
100000795,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4941,0.4693,0.3128,0.4221,0.5298,0.3006,0.3919,0.4804,0.0978,0.4693,0.5298
100000806,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.2001,0.2593,0.1659,0.0491,0.1912,0.2734,0.0803,0.1894,0.1652,0.2593,0.2734
100000840,White,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.5102,0.5297,0.5103,0.2612,0.6377,0.4938,0.352,0.3556,0.2484,0.5297,0.6377
100000858,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.5256,0.5055,0.397,0.3501,0.4776,0.4859,0.351,0.4735,0.258,0.5055,0.4859
100000861,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.3604,0.4765,0.4048,0.1502,0.4902,0.4661,0.2834,0.3219,0.2922,0.4765,0.4902
100000862,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,0.3203,0.301,0.2568,0.1864,0.2348,0.2753,0.2236,0.169,0.21,0.301,0.2753
100000959,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.451,0.4937,0.4164,0.2638,0.6578,0.3269,0.3185,0.4606,0.1761,0.4937,0.6578
100001027,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3266,0.4764,0.3608,0.3008,0.3789,0.3374,0.2697,0.3731,0.2947,0.4764,0.3789
100001043,Black,Woman,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.1909,0.1793,0.2113,0.1933,0.2435,0.2083,0.0794,0.1704,0.1617,0.2113,0.2435
100001054,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5521,0.5319,0.5602,0.3662,0.6685,0.5331,0.3806,0.4815,0.2321,0.5602,0.6685
100001070,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.2261,0.2614,0.2472,0.3478,0.3112,0.1844,0.1982,0.24,0.1787,0.3478,0.3112
100001094,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.6388,0.4588,0.665,0.3748,0.5508,0.68,0.3466,0.3803,0.2339,0.665,0.68
100001116,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.6197,0.4939,0.5892,0.3303,0.4622,0.6852,0.26,0.3862,0.2215,0.5892,0.6852
100001128,Black,Man,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.1625,0.1615,0.1636,0.2044,0.1992,0.1699,0.118,0.1713,0.1043,0.2044,0.1992
100001131,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,-0.0823,-0.0569,-0.0801,-0.0543,-0.1266,-0.0778,-0.077,-0.0922,-0.078,-0.0543,-0.077
100001146,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.2908,0.264,0.3361,0.2635,0.2175,0.298,0.1643,0.3297,0.1708,0.3361,0.3297
100001151,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.1969,0.2431,0.1357,0.09,0.1464,0.1511,0.0996,0.0599,0.1993,0.2431,0.1993
100001156,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.418,0.4279,0.3885,0.3555,0.4418,0.4756,0.2884,0.3842,0.3243,0.4279,0.4756
100001208,White,Man,HS or Less,I,Increasing size of House of Representatives,TRUE,1,0.2462,0.23,0.265,0.1534,0.1883,0.2398,0.1582,0.1791,0.1163,0.265,0.2398
100001209,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4446,0.5086,0.456,0.2513,0.4974,0.4867,0.3459,0.3891,0.2358,0.5086,0.4974
100001219,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.4535,0.4258,0.3198,0.3511,0.4458,0.2894,0.3505,0.4221,0.232,0.4258,0.4458
200000056,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5533,0.5284,0.5292,0.4684,0.6065,0.5196,0.4269,0.4448,0.3079,0.5292,0.6065
200000074,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2439,0.2732,0.2583,0.2653,0.3195,0.2588,0.3478,0.2447,0.2772,0.2732,0.3478
200000093,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5857,0.6004,0.4096,0.4201,0.5493,0.4161,0.4406,0.5685,0.185,0.6004,0.5685
200000095,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.6047,0.5108,0.671,0.326,0.4966,0.7282,0.2844,0.4037,0.3448,0.671,0.7282
200000151,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.3651,0.4737,0.3144,0.3208,0.4221,0.3123,0.2926,0.3723,0.2037,0.4737,0.4221
200000182,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5853,0.4931,0.6579,0.2963,0.5076,0.7135,0.2438,0.3846,0.3072,0.6579,0.7135
200000240,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5261,0.5028,0.4067,0.4342,0.4322,0.3372,0.4766,0.483,0.3103,0.5028,0.483
200000319,All Other,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5836,0.5073,0.5865,0.2725,0.6189,0.6526,0.3289,0.3831,0.209,0.5865,0.6526
200000333,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4578,0.3692,0.413,0.4406,0.3864,0.3167,0.3493,0.4161,0.2245,0.4406,0.4161
200000343,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.5285,0.6017,0.5127,0.3849,0.6392,0.4843,0.4086,0.4384,0.2952,0.6017,0.6392
