1.00,0.70,0.65,0.72,0.69,0.72,0.71,0.69,0.70,0.64,0.60,0.72,0.73,0.66,0.69,0.70,0.67,0.72,0.66,0.50,0.69,-0.05,0.71,0.66,0.64,0.73,0.69,0.60,0.51,0.74,0.65,0.62,0.60,0.75,0.58,0.62,0.65,0.70,0.69,0.57,0.69,0.64,0.62,0.68,0.66,0.73,0.58,0.64,0.72,0.69
0.70,1.00,0.87,0.84,0.74,0.78,0.76,0.71,0.71,0.85,0.84,0.84,0.79,0.80,0.84,0.72,0.78,0.73,0.79,0.72,0.78,-0.05,0.80,0.73,0.84,0.76,0.82,0.74,0.60,0.84,0.78,0.74,0.81,0.70,0.65,0.70,0.69,0.80,0.82,0.68,0.83,0.72,0.82,0.76,0.76,0.82,0.77,0.79,0.80,0.82
0.65,0.87,1.00,0.82,0.74,0.77,0.77,0.67,0.68,0.82,0.82,0.83,0.82,0.79,0.87,0.71,0.71,0.71,0.75,0.76,0.81,-0.06,0.80,0.78,0.83,0.79,0.82,0.77,0.51,0.88,0.83,0.68,0.80,0.68,0.63,0.72,0.73,0.82,0.82,0.65,0.81,0.73,0.82,0.74,0.77,0.81,0.81,0.82,0.83,0.83
0.72,0.84,0.82,1.00,0.72,0.75,0.80,0.76,0.75,0.79,0.78,0.86,0.79,0.80,0.81,0.77,0.84,0.75,0.75,0.69,0.76,-0.02,0.80,0.76,0.81,0.76,0.84,0.75,0.62,0.80,0.76,0.73,0.81,0.72,0.55,0.71,0.67,0.80,0.81,0.73,0.76,0.76,0.77,0.84,0.66,0.85,0.65,0.72,0.80,0.85
0.69,0.74,0.74,0.72,1.00,0.79,0.67,0.62,0.65,0.77,0.74,0.75,0.76,0.77,0.75,0.68,0.64,0.62,0.75,0.67,0.66,-0.02,0.70,0.68,0.77,0.76,0.74,0.66,0.51,0.73,0.68,0.60,0.69,0.62,0.62,0.59,0.63,0.63,0.77,0.54,0.71,0.77,0.71,0.63,0.68,0.74,0.67,0.74,0.76,0.70
0.72,0.78,0.77,0.75,0.79,1.00,0.76,0.76,0.75,0.76,0.68,0.75,0.89,0.72,0.81,0.77,0.71,0.73,0.85,0.56,0.72,-0.05,0.81,0.72,0.73,0.84,0.76,0.61,0.45,0.82,0.74,0.61,0.73,0.80,0.72,0.68,0.74,0.77,0.80,0.64,0.79,0.80,0.73,0.71,0.81,0.75,0.66,0.82,0.78,0.79
0.71,0.76,0.77,0.80,0.67,0.76,1.00,0.78,0.73,0.72,0.69,0.79,0.82,0.71,0.83,0.71,0.76,0.82,0.73,0.63,0.85,-0.05,0.87,0.74,0.74,0.77,0.80,0.64,0.58,0.79,0.80,0.68,0.68,0.79,0.54,0.78,0.83,0.84,0.83,0.68,0.75,0.71,0.72,0.80,0.68,0.83,0.59,0.71,0.87,0.80
0.69,0.71,0.67,0.76,0.62,0.76,0.78,1.00,0.77,0.62,0.56,0.65,0.80,0.56,0.70,0.85,0.81,0.74,0.73,0.43,0.65,0.02,0.77,0.72,0.58,0.67,0.71,0.56,0.49,0.69,0.62,0.72,0.74,0.75,0.57,0.63,0.63,0.71,0.69,0.65,0.72,0.73,0.60,0.77,0.63,0.71,0.45,0.61,0.71,0.73
0.70,0.71,0.68,0.75,0.65,0.75,0.73,0.77,1.00,0.68,0.62,0.69,0.77,0.56,0.72,0.74,0.79,0.77,0.74,0.47,0.68,-0.07,0.73,0.73,0.61,0.70,0.71,0.51,0.52,0.73,0.63,0.70,0.71,0.70,0.56,0.66,0.60,0.74,0.72,0.72,0.69,0.73,0.59,0.75,0.66,0.74,0.48,0.59,0.73,0.71
0.64,0.85,0.82,0.79,0.77,0.76,0.72,0.62,0.68,1.00,0.81,0.83,0.75,0.75,0.79,0.62,0.69,0.68,0.78,0.75,0.74,-0.04,0.77,0.68,0.90,0.70,0.76,0.79,0.52,0.79,0.73,0.66,0.72,0.63,0.59,0.66,0.72,0.73,0.81,0.57,0.72,0.66,0.80,0.69,0.66,0.77,0.73,0.76,0.80,0.72
0.60,0.84,0.82,0.78,0.74,0.68,0.69,0.56,0.62,0.81,1.00,0.80,0.74,0.80,0.83,0.64,0.70,0.62,0.67,0.79,0.71,-0.08,0.72,0.66,0.81,0.70,0.73,0.73,0.54,0.78,0.75,0.63,0.72,0.60,0.62,0.60,0.63,0.68,0.77,0.55,0.75,0.68,0.83,0.63,0.72,0.78,0.76,0.77,0.78,0.74
0.72,0.84,0.83,0.86,0.75,0.75,0.79,0.65,0.69,0.83,0.80,1.00,0.78,0.81,0.86,0.68,0.76,0.72,0.73,0.72,0.79,-0.08,0.75,0.71,0.84,0.80,0.83,0.71,0.60,0.84,0.81,0.68,0.73,0.70,0.65,0.69,0.74,0.80,0.83,0.67,0.82,0.66,0.79,0.76,0.77,0.85,0.75,0.81,0.79,0.79
0.73,0.79,0.82,0.79,0.76,0.89,0.82,0.80,0.77,0.75,0.74,0.78,1.00,0.74,0.88,0.79,0.77,0.75,0.77,0.65,0.75,-0.02,0.86,0.78,0.72,0.81,0.76,0.69,0.48,0.86,0.78,0.64,0.77,0.80,0.73,0.66,0.75,0.82,0.78,0.61,0.84,0.79,0.73,0.70,0.78,0.79,0.71,0.84,0.85,0.82
0.66,0.80,0.79,0.80,0.77,0.72,0.71,0.56,0.56,0.75,0.80,0.81,0.74,1.00,0.82,0.65,0.66,0.60,0.63,0.75,0.74,-0.09,0.74,0.64,0.79,0.78,0.76,0.73,0.56,0.79,0.78,0.52,0.68,0.62,0.62,0.60,0.62,0.67,0.72,0.55,0.76,0.68,0.78,0.64,0.70,0.78,0.77,0.80,0.76,0.76
0.69,0.84,0.87,0.81,0.75,0.81,0.83,0.70,0.72,0.79,0.83,0.86,0.88,0.82,1.00,0.70,0.77,0.77,0.76,0.76,0.83,-0.10,0.83,0.79,0.80,0.86,0.80,0.68,0.56,0.88,0.85,0.65,0.74,0.77,0.68,0.73,0.77,0.84,0.85,0.67,0.87,0.71,0.83,0.73,0.83,0.84,0.76,0.84,0.86,0.82
0.70,0.72,0.71,0.77,0.68,0.77,0.71,0.85,0.74,0.62,0.64,0.68,0.79,0.65,0.70,1.00,0.75,0.64,0.74,0.49,0.60,0.01,0.70,0.71,0.61,0.72,0.72,0.58,0.52,0.70,0.69,0.76,0.77,0.66,0.68,0.59,0.61,0.65,0.67,0.62,0.73,0.81,0.62,0.71,0.70,0.75,0.55,0.71,0.65,0.75
0.67,0.78,0.71,0.84,0.64,0.71,0.76,0.81,0.79,0.69,0.70,0.76,0.77,0.66,0.77,0.75,1.00,0.72,0.76,0.56,0.70,-0.00,0.77,0.74,0.68,0.69,0.79,0.63,0.61,0.74,0.68,0.69,0.80,0.73,0.56,0.65,0.64,0.77,0.76,0.73,0.78,0.70,0.64,0.79,0.64,0.75,0.54,0.66,0.76,0.76
0.72,0.73,0.71,0.75,0.62,0.73,0.82,0.74,0.77,0.68,0.62,0.72,0.75,0.60,0.77,0.64,0.72,1.00,0.71,0.51,0.82,-0.07,0.81,0.69,0.67,0.76,0.72,0.56,0.57,0.79,0.73,0.65,0.60,0.79,0.50,0.79,0.74,0.84,0.82,0.69,0.68,0.66,0.68,0.77,0.69,0.77,0.50,0.67,0.79,0.71
0.66,0.79,0.75,0.75,0.75,0.85,0.73,0.73,0.74,0.78,0.67,0.73,0.77,0.63,0.76,0.74,0.76,0.71,1.00,0.53,0.69,-0.01,0.73,0.74,0.78,0.73,0.74,0.59,0.51,0.74,0.69,0.67,0.75,0.70,0.60,0.67,0.71,0.77,0.84,0.70,0.71,0.73,0.64,0.76,0.73,0.71,0.61,0.72,0.73,0.74
0.50,0.72,0.76,0.69,0.67,0.56,0.63,0.43,0.47,0.75,0.79,0.72,0.65,0.75,0.76,0.49,0.56,0.51,0.53,1.00,0.64,-0.03,0.64,0.64,0.79,0.61,0.63,0.80,0.51,0.66,0.69,0.58,0.62,0.48,0.52,0.53,0.61,0.57,0.66,0.47,0.68,0.58,0.79,0.54,0.58,0.70,0.73,0.66,0.71,0.66
0.69,0.78,0.81,0.76,0.66,0.72,0.85,0.65,0.68,0.74,0.71,0.79,0.75,0.74,0.83,0.60,0.70,0.82,0.69,0.64,1.00,-0.08,0.86,0.68,0.79,0.78,0.77,0.65,0.52,0.83,0.78,0.59,0.65,0.81,0.51,0.81,0.79,0.85,0.86,0.64,0.76,0.61,0.73,0.73,0.69,0.76,0.67,0.72,0.89,0.76
-0.05,-0.05,-0.06,-0.02,-0.02,-0.05,-0.05,0.02,-0.07,-0.04,-0.08,-0.08,-0.02,-0.09,-0.10,0.01,-0.00,-0.07,-0.01,-0.03,-0.08,1.00,-0.04,0.00,-0.03,-0.07,-0.06,0.01,-0.08,-0.07,-0.06,0.00,0.04,-0.03,-0.04,-0.10,-0.05,-0.10,-0.05,-0.07,-0.04,0.02,-0.06,-0.03,-0.10,-0.04,-0.03,-0.06,-0.06,-0.04
