1.00,0.72,0.66,0.64,0.69,0.67,0.68,0.67,0.67,0.35,0.84,0.68,0.56,0.75,0.73,0.83,0.70,0.78,0.74,0.77
0.72,1.00,0.72,0.76,0.83,0.74,0.66,0.78,0.76,0.41,0.83,0.75,0.54,0.82,0.71,0.76,0.83,0.86,0.84,0.87
0.66,0.72,1.00,0.74,0.83,0.71,0.75,0.80,0.75,0.40,0.69,0.76,0.64,0.74,0.80,0.72,0.77,0.69,0.77,0.83
0.64,0.76,0.74,1.00,0.83,0.73,0.65,0.74,0.84,0.39,0.71,0.81,0.50,0.80,0.64,0.69,0.67,0.69,0.74,0.85
0.69,0.83,0.83,0.83,1.00,0.80,0.69,0.84,0.84,0.49,0.72,0.82,0.60,0.82,0.69,0.74,0.82,0.79,0.84,0.89
0.67,0.74,0.71,0.73,0.80,1.00,0.58,0.76,0.81,0.52,0.74,0.75,0.46,0.76,0.65,0.69,0.73,0.73,0.77,0.80
0.68,0.66,0.75,0.65,0.69,0.58,1.00,0.62,0.69,0.39,0.73,0.63,0.58,0.68,0.77,0.76,0.67,0.66,0.70,0.73
0.67,0.78,0.80,0.74,0.84,0.76,0.62,1.00,0.80,0.41,0.67,0.85,0.56,0.79,0.70,0.68,0.77,0.73,0.77,0.82
0.67,0.76,0.75,0.84,0.84,0.81,0.69,0.80,1.00,0.42,0.75,0.85,0.57,0.84,0.73,0.76,0.68,0.73,0.80,0.84
0.35,0.41,0.40,0.39,0.49,0.52,0.39,0.41,0.42,1.00,0.41,0.38,0.29,0.40,0.31,0.43,0.48,0.45,0.44,0.41
0.84,0.83,0.69,0.71,0.72,0.74,0.73,0.67,0.75,0.41,1.00,0.70,0.49,0.80,0.73,0.82,0.74,0.85,0.79,0.83
0.68,0.75,0.76,0.81,0.82,0.75,0.63,0.85,0.85,0.38,0.70,1.00,0.57,0.83,0.70,0.71,0.70,0.76,0.77,0.81
0.56,0.54,0.64,0.50,0.60,0.46,0.58,0.56,0.57,0.29,0.49,0.57,1.00,0.62,0.61,0.64,0.53,0.56,0.54,0.59
0.75,0.82,0.74,0.80,0.82,0.76,0.68,0.79,0.84,0.40,0.80,0.83,0.62,1.00,0.66,0.77,0.74,0.85,0.78,0.88
0.73,0.71,0.80,0.64,0.69,0.65,0.77,0.70,0.73,0.31,0.73,0.70,0.61,0.66,1.00,0.78,0.68,0.68,0.72,0.73
0.83,0.76,0.72,0.69,0.74,0.69,0.76,0.68,0.76,0.43,0.82,0.71,0.64,0.77,0.78,1.00,0.70,0.76,0.79,0.80
0.70,0.83,0.77,0.67,0.82,0.73,0.67,0.77,0.68,0.48,0.74,0.70,0.53,0.74,0.68,0.70,1.00,0.81,0.78,0.81
0.78,0.86,0.69,0.69,0.79,0.73,0.66,0.73,0.73,0.45,0.85,0.76,0.56,0.85,0.68,0.76,0.81,1.00,0.77,0.82
0.74,0.84,0.77,0.74,0.84,0.77,0.70,0.77,0.80,0.44,0.79,0.77,0.54,0.78,0.72,0.79,0.78,0.77,1.00,0.85
0.77,0.87,0.83,0.85,0.89,0.80,0.73,0.82,0.84,0.41,0.83,0.81,0.59,0.88,0.73,0.80,0.81,0.82,0.85,1.00
